video_id,desc,harmful,reasoning
7506277711959067926,7524043495900810518 7517700521931607326 7524417004342709526 7456134396463090966 7518170845550824726 Karma 🤣 #worldwideRP #wwrp #FiveM #GTA #GTA5 #Cops #Police #America #USA #massachusetts #fyp #Boston Ranking Best JaykindaFunny Pranks #ranking #jaykindafunny #prankvideo #fyp I was playing gta rp and it ran over this cop #gta5 #fivem #gtarp #vmenubased Is it 20?🛥️  #yachtlife #ibiza #yachtparty #yachtlifestyle #luxury #fyp #floptok #flopera #floptok😍😍😭😌🤞💅💅 #meme #relatable #jiafei #cupcakke #cupcakkeremix #funny #viral #memes Part 8 🧠 | Credit:@Kurzgesagt - In A Nutshell #educational #educationalpurposes #brain #reflex #lifelessons,not harmful,"The video descriptions mention playing a video game (GTA), pranks, yacht life, and educational content. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526210308453551382,"vai a correre dicevano, può solo farti che bene 😅",not harmful,"The description is a light-hearted comment about running, which does not fall under any of the harmful content categories such as disordered eating, self-harm, or dangerous activities. It appears to be a humorous take on exercise, which is not harmful for minors."
7525771619768306966,Che bellina che è 🥹🥰💕#concertoultimo #ultimo #ultimostadi2025 @Ultimo @givemetartare,not harmful,"The description appears to be expressing admiration or affection for a concert or artist, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525144376725589270,CIAOOO,not harmful,"The description ""CIAOOO"" is simply a greeting and does not contain any harmful content as per the specified framework."
7524759459491581206,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7524290275536063766,Molto meno sbatti di un materassino mega ingombrante 😍 #tiktokshopitalia,not harmful,"The description appears to be promoting a product related to convenience, likely a smaller or more portable alternative to a large mattress. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7524339237777378582,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7506508233222163734,"7507252139115154695 7502405431625583894 7524483357829319941 7524318594881162518 Una sorpresa de cumpleaños en un restaurante típico, increible y muy rico en Valencia… 🥘 🎂🎻🤍 #v#violinv#violinistv#violingirlv#violincoverc#coverv#violindjs#streetartistv#valenciaa#artistacallejerom#musicm#musicianc#cellop#pianog#girlg#girlsh#hadaf#fairyfairytale #restaurante #cumpleanos #happybirthday #serenata Anime saved the ride. #anime È online il 1° episodio di Avrei Questa Idea diretto da Ciro e Fabio, lo trovi nel LINK IN BIO! Avrei questa idea è un format ideato da @Giffonihub e co-prodotto dai The Jackal, che permette a sceneggiatori e sceneggiatrici di portare alla luce la propria idea ed avere la possibilità che venga prodotta! Nel primo episodio, realizzato in collaborazione con @Prime Video Italia e Amazon MGM Studios, parliamo di thriller insieme a Davide Nardini, Head of Scripted Italian Amazon Originals Italia. #adv FAAA que tremenda jugada, no me lo esperaba 💀 #chespirito #sinquererqueriendo Abbiamo tutte quell’amica. La sciamana della psiche umana. Sei forte.",not harmful,"The video descriptions provided do not contain any content that falls under the harmful categories outlined in the framework. They appear to be related to birthday celebrations, music, anime, and entertainment content, which are generally safe for all audiences, including minors."
7525050398047030550,@cam👩🏼‍🦰,not harmful,"The description ""@cam👩🏼‍🦰"" does not contain any language or references that fall under the harmful content framework categories. It appears to be a simple username mention with an emoji, which is not inherently harmful."
7525233806333316374,Grazie Jacopo ❤️❤️ #lazza #liveshow #milano #concerto #spotify #sansiro,not harmful,"The description appears to be about a live music show or concert, which does not fall under any of the harmful content categories listed. It is simply expressing gratitude and excitement about a musical event."
7525052521291910422,#gym #fyp #gymtok #viral_video,not harmful,"The description contains hashtags related to fitness and does not indicate any harmful content such as disordered eating, self-harm, or any other categories listed in the harmful content framework."
7524784757763312918,Il volo alla fine non era programmato 😂 #anni90 #mamme,not harmful,"The description appears to be a lighthearted or humorous reference to an unplanned event, likely related to a flight or travel, and includes hashtags about the 1990s and mothers. There is no indication of harmful content based on the provided framework."
7525793072060337410,@Viola Silvi 💛,not harmful,"The description ""@Viola Silvi 💛"" does not contain any content that falls under the harmful categories listed, such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a simple mention or tag of a user with a heart emoji, which is not harmful."
7525406297777261846,Top 3 posti in cui andrei a fare un ape a Milano,not harmful,"The description is about places to have an aperitif in Milan, which does not fall under any of the harmful content categories listed."
7525260952149724438,7525145139287706897 7525219928354393366 7524765913212652822 7525231369673362710 7506113333259455766 7525129467497434390 7524719634466065686 7523646625869319446 7524683052077813014 7525144548511583510 7525146112735366422 7525222821740416278 Le parole da padre di @RealEmisKilla confronti di @Lazza🥹 // #emiskilla #lazza #sansiro #discorso #concertolazza #trapvibes #lazzalive What a shot from Cobolli! 🖥️ #Wimbledon | FREE on 9Now. #9WWOS #Tennis Mob live a San Siro 🔥 #mob #salmo #nitro #lazza #history #sansiro Risposta a @Gianluca Gazzoli passato ❤️ #perte #nuovamusica #rapitaliano #bsmt marzo ma che dici #marza #grenbaud #perte #gianmarcotocco #manuuxo #DarioMoccia #twitchitalia #cicciogamer89 #clipstwitch sarà che hai preso tutto… #viralvideos #perte #fyp #perteeee #foryoupage #musica #cannocchiale #aficionados #fyp #abruzzo #italia loveeuu💞 #brother #fyp 1 2 3 SU #sinner #slam #Wimbledon #wimbledon2025 #shelton #janniksinner #benshelton #tennistv #viral #fyp #viralvideos #tennisvideo ErFaina commenta Retegui al Al-Qadsiah.#retegui #atalanta #alqadsiah #calciomercato #percassi #erfaina #damianoerfaina #calcio #controcalcio Anna entra a sorpresa da Lazza a San Siro 👑 #anna #verabaddie #lazza #sansiro #locura #locuratour #concertirap #rapitaliano #rap #milano,not harmful,"The video descriptions provided are related to music concerts, sports events, and general entertainment content. They do not contain any references to harmful themes such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7523578425597103373,#tiktok #foryou #outdoors #fishingtips #viral #viralvideo #fishingmaster,not harmful,"The description promotes outdoor activities and fishing tips, which do not fall under any of the harmful content categories listed."
7525502735421164822,Ah,not harmful,"The description ""Ah"" is vague and does not contain any explicit or implicit references to harmful content as defined by the framework."
7524028000715705622,Non aspettavo altro che vedere la reazione di Vincenzo😂,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a lighthearted or humorous statement about someone's reaction."
7526135440949218582,4 giorni di questa mini polpetta sono così innamorata,not harmful,"The description appears to be expressing affection or love, possibly towards a pet or a small child, and does not contain any content related to the harmful categories listed."
7523870811963493634,la nostra quarta estate,not harmful,"The description ""la nostra quarta estate"" translates to ""our fourth summer"" in English. It does not contain any references to harmful content as outlined in the framework."
7524353496242523415,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525137586877173014,Poi siamo andati da tigotà e mi ha chiesto se anche lì vendessero scarpe perché non ci era mai andato 😭😭😭😭😭😭😭😭😭😭 #perte #fy #virale #myshayla,not harmful,"The description is a light-hearted and humorous anecdote about a shopping experience, with no reference to any harmful content as defined by the framework."
7525214372327705878,Non è comunque cambiato nulla ma va be 💔 #temu #macchina #macchinarotta #incidente #macchinagialla #ammaccatura #aggiustaremacchina #motore,not harmful,"The description appears to be about a car accident or damage to a car, which is not inherently harmful content under the provided framework. There is no indication of disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7524648549766712598,Che bello scegliere l’arredamento per la nuova casa insieme 🤭🫶🏽 Inspo🫶🏽 @Dayoung Clementi 🌴,not harmful,The description is about choosing furniture for a new home and includes a mention of inspiration. It does not contain any harmful content as per the framework provided.
7526165377357761814,Questa cosa del Skibidiboppi ci sta sfuggendo di mano u 😅 #skibidiboppi #forzanapoli,not harmful,"The description appears to reference a trend or meme (""Skibidiboppi"") and a sports team (""forzanapoli""), which do not fall under any of the harmful content categories listed. There is no indication of harmful behavior or themes."
7525120138346122518,datemi due settimane😂,not harmful,"The description ""datemi due settimane😂"" (which translates to ""give me two weeks😂"") does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a lighthearted or humorous statement."
7525173379477867798,MA LA BELLEZZA DI QUESRO RAGAZZO!!! Voglio i suoi capelli ! Ahha aiutatemi a trovarlo pls,not harmful,"The description expresses admiration for someone's appearance and a desire to find them, which does not fall under any of the harmful content categories listed."
7525530334570482966,"New season, new hair, same goals 😎",not harmful,"The description is a positive and motivational statement about personal goals and change, with no reference to any harmful content categories."
7523242837467598102,Appreciating those views😮‍💨 #jet2holidays #fyp #travel #galway #ireland,not harmful,"The description is related to travel and appreciating views, which does not fall under any of the harmful content categories such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526281674116599062,😂 #perte #mamma #viral_video#commedia,not harmful,"The description uses hashtags related to comedy and does not indicate any harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7523690850967244054,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525280058068536598,"7525276314199149846 7525263524931669270 7521402656674581762 7525096909241945366 7525129252828613910 7515513533673622814 7525202249472085270 7525154641449930006 7510710731306781994 7525148417090243862 7492872356130606358 L’entrata di Sfera 🤯 #lazza #sansiro #locura #locuratour #concertirap #rapitaliano #rap #milano Lazza Live San Siro Piove Sfera Ebbasta Mancava qualcuno? Scrivi 3 nomi😅 #lazza #ospiti #sansiro #milano #concerto #stadio #tour #artisti A San Siro è ancora più bello 🥹 #lazza #sansiro #locura #locuratour #concertirap #rapitaliano #rap #milano Lazza Live San Siro Buio Davanti Se vuoi superare l’esame della patente nautica, non puoi non conoscere il nodo piano. 🪢 Ma soprattutto non puoi sbagliarlo, se non vuoi fare brutta figura. 🫏 Imparalo in meno di 10 secondi con questo video. 👉🏻 E poi seguimi che ti consiglio! #marcomerrino #sdrumox #citaly 500 eur fine AND 5 points..   #slovenia #balkan #police #international THINGS GOT HEATED WHEN THIS TEAM TRIED TO BULLY #MarcisPonder 😳🔥‼️ SERVE COSTANZA NELLA VITA #studentlife #studenti #school #unitok #università si sta molto bene quando non si dice niente a nessuno ✨ #ex Video from yesterday’s workout. Trying to achieve demon back status😈💀 #latworkout #fitnessmotivation #bodybuilding #backworkout Super Sinner 👏 #Wimbledon #tennis #JannikSinner #BenShelton #lazza #andiamoneiperte #neipertee",not harmful,"The video descriptions provided do not contain any content that falls under the harmful content framework. They are related to concerts, sports, educational content, and fitness, which are generally safe for all audiences."
7525116360251182358,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525036627371101462,Piccreee,not harmful,"The description ""Piccreee"" does not provide any context or indication of harmful content based on the provided framework. It does not reference any themes related to mental health, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525969031724027158,dalla faccia di Maya… ig:michelemazzonii,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a simple mention of a person's face and an Instagram handle."
7524633008939224342,“Giacomino mi fai i capelli devo andare a mare!”🌊 Ci è venuto a trovare GioGio della @Pasticceria Cuciniello Scafati #foxbarberlife #napoli #neiperte #viral #perte #pasticceriacuciniello,not harmful,"The description appears to be about a visit to a barber and a pastry shop, with no indication of harmful content related to the specified categories. It seems to be a light-hearted or promotional post."
7526937258897739030,bell'idea......,not harmful,"The description ""bell'idea"" (which translates to ""good idea"" in English) does not contain any content that falls under the harmful content framework categories such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It is a neutral statement that does not pose a risk to minors."
7526263941396483350,POV: Quando gareggi contro un bianco,harmful,"This description could imply racial stereotypes or promote racial competition, which can be considered hate speech or behavior."
7526946789207903510,#chiarafacchetti @Chiara Facchetti,not harmful,The description does not contain any language or references that suggest harmful content according to the provided framework. It appears to be a simple mention or tag of a user.
7526246537375190278,#charevelacao 🩷💙,not harmful,"The description appears to be related to a gender reveal, which is generally a celebratory event and does not fall under any of the harmful content categories listed."
7526202804948536598,Hahahahaha i love this trend #fyp,not harmful,"The description is vague and does not reference any specific harmful content or themes. It simply expresses enjoyment of a trend, which is not inherently harmful."
7526943912662027542,"con tutto il rispetto per Brad Pitt e, ma qua siamo in forma smaliante, con grandi risultati e in piene forze😏",not harmful,"The description appears to be a light-hearted or humorous comment about being in great shape or form, possibly in comparison to a celebrity. It does not contain any harmful content as per the specified framework."
7526670715777551638,A’chiena #capagna #chiena #achiena #acqua #neiperte #achiena,not harmful,"The description appears to be a series of hashtags related to a specific event or activity, possibly involving water (""acqua""). There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525875310387023126,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Could you please provide the description?"
7526231835630636310,"Massive #Yacht Battles Wind & Waves in Poreč, Croatia 🌊⛈️ #croatia  #rain #fypviral",not harmful,"The description refers to a yacht navigating through wind and waves, which is a common maritime scenario and does not fall under any of the harmful content categories such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526234388783303958,Ke fortunaaa tesorjo 🍖 @sirja telhaj,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a playful or affectionate message without context indicating harm."
7525871918826753302,Non riesco a comprendere tutto questo odio..😞 #rose #blanket #flowers #bouquet #idea #perte,not harmful,"The description expresses confusion about hate and includes hashtags related to flowers and gifts, which do not fall under any harmful content categories."
7526510817370524950,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525589366220000534,🚘🚘🚘 #parati #humor #mojadas #coche #amigas @Valeria Medina @aleecanoo_ @Sofia Arnau,not harmful,"The description includes hashtags related to humor and cars, and mentions friends. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526615233520061718,Quando ti ferma la Finanza... ☠️ #anpion98 #motovlog #mt09 #biker #bikersoftiktok #bikelife #divertenti,not harmful,"The description appears to be about a humorous or entertaining encounter with financial authorities, likely related to a motorbike vlog. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526494678363950369,"Queste le prime immagini del piccolo Allen, 5 anni, dopo il ritrovamento. Il bimbo era scomparso lo scorso 11 luglio da un campeggio di Ventimiglia. A trovarlo sono stati Dario Mattiauda e Dario Campione, membri della Protezione civile antincendio boschivo Riviera dei Fiori - Pompeiana.",not harmful,"The description provides information about the safe recovery of a missing child, which is not harmful content. It does not contain any elements of the harmful content framework such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525499368191855894,31 anni di differenza e sono io la vecchia 🧓 #amore #love #coppia #agegap #couplegoals #boyfriend #fidanzati #fidanzato #oldermen #agegapcouple #AgeGapLove,not harmful,"The description discusses an age gap in a relationship, which is not inherently harmful. It does not contain any content related to the harmful categories outlined in the framework."
7526086824318553366,#seguimisevuoi❤️❤️❤️❤️❤️❤️❤️ #seguimisevuoi #seguimi #neiperteeeee #neiperte #xrteee #perte #viralesvideo #viral #virale #voliamo #voliamoneiperte #voliamoneiperteeee #voliamoneiperte✈✈🦁 #voliamoneiperte❤️,not harmful,"The description consists of hashtags and emojis that do not indicate any harmful content. There is no mention of any themes related to mental health, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526536592266235158,pt2 @Cristiano🌓 @Fabio Ferrucci,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a mention of users or creators, which is not inherently harmful."
7526973477438459158,esperienza #perte #trekking #dolomiti #auronzo #trecimedilavaredo #cinesi #grotta,not harmful,"The description appears to be about a trekking experience in the Dolomites, which is a popular mountain range in Italy. It includes hashtags related to the location and activity, and there is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7524729889195347222,Abbiamo provato un po’ di headshots con il team 😂 #stuntmilano #stuntman #team #funny #headshots #headshotschallenge,not harmful,"The description suggests a humorous or light-hearted video involving headshots, likely referring to photographs or a playful challenge, and does not indicate any harmful content under the specified framework."
7525573634211990817,"Chilling footage from an old Italian village: the woman dressed in black is about to be possessed by a dark spirit haunting this family home. Suddenly, she levitates while clutching her neck, then is violently thrown across the room by the demon. Family members flee in terror as demonic Latin words echo through the house. Locals say the spirit appeared after the tragic death of the great-grandfather, and it’s been haunting the family ever since. This haunted house holds secrets no one dares uncover. #Paranormal #Possession #HauntedHouse #Evil #horrortok #horror @hailuoai_official",harmful,"The description contains strong and frightening imagery, such as possession, levitation, and violent actions by a demon, which can be disturbing to minors. It falls under the category of shocking and graphic content."
7526558288289303831,Time flies💨,not harmful,"The description ""Time flies💨"" is vague and does not indicate any harmful content related to the specified categories. It does not suggest any mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525114524895137037,#travel #thailand #thailandtravel #funny #funnyvideos #creatorsearchinsights,not harmful,"The description is related to travel and humor, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525420247810051350,"tra biondi c’è intesa, ci capiamo meglio. Questo duo vi piace? 🥰💕 @domenicoespositooo_",not harmful,"The description appears to be about a duo or partnership and does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525846202538265878,chi paga????,not harmful,"The description ""chi paga????"" (which translates to ""who pays????"" in English) does not contain any content related to the harmful categories listed, such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a general question or statement without context indicating harm."
7526590499357052182,Scambio a mano fuori lo stadio! #concertoultimo,not harmful,"The description appears to be about meeting up outside a stadium, likely for a concert. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525118386003627286,POV : Bambole in camerino 💃🏽👯 @marianadamico #casaaprimavista #amiche #ballerine #risate #divertimento,not harmful,"The description suggests a fun and lighthearted video involving friends dancing and having a good time. There is no indication of any harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525877803401907458,Ma anche dopo un’ora eh… @laurafinozzi,not harmful,"The description is in Italian and translates to ""But even after an hour eh… @laurafinozzi."" It does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526153762008894743,Bentornato in #seriea Ciro ❤️ #SerieA #tiktokfootball #tiktokcalcio #footballedit #immobile #meme,not harmful,"The description is related to football (soccer) and does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526122349804915990,👅👅,not harmful,The description consists of emoji that do not inherently suggest any harmful content under the specified framework.
7527328321701481750,Finalmente il momento é arrivato.,not harmful,"The description ""Finalmente il momento é arrivato"" (translated to ""Finally the moment has arrived"") is vague and does not contain any explicit or implicit references to harmful content as defined by the framework."
7526101249452674326,L’Amore 🧡,not harmful,"The description ""L’Amore 🧡"" translates to ""Love"" in Italian with a heart emoji, which does not indicate any harmful content based on the provided framework."
7526220244042534166,Toglietegli temu Perfavore,not harmful,"The description is in Italian and translates to ""Please remove them."" Without additional context, it does not appear to fall under any of the harmful content categories listed."
7526278304085675286,🛬,not harmful,"The description consists of a single emoji of an airplane landing, which does not indicate any harmful content according to the provided framework."
7526570064632483094,Solo i migliori al #diverlandwaterpark  #fyp #trend #azul @ginevra @beatrice  @Leonardo Monni @tommaso.sardano @tikitok mattia tuveri @Rakele,not harmful,The description appears to be promoting a visit to a water park and includes hashtags and mentions of other users. There is no indication of harmful content related to the specified categories.
7526610866733681942,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525592369954295042,sto male #perte #fyp #vacanzastudio @Capo Plaza,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a casual or promotional post related to a vacation or study trip."
