video_id,desc,harmful,reasoning
7525050398047030550,@cam👩🏼‍🦰,not harmful,"The description ""@cam👩🏼‍🦰"" does not contain any explicit or implicit references to harmful content as defined by the framework. It appears to be a simple username mention with an emoji, which is not inherently harmful."
7525875310387023126,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525793072060337410,@Viola Silvi 💛,not harmful,"The description ""@Viola Silvi 💛"" does not contain any content that falls under the harmful content framework categories. It appears to be a simple mention or tag of a user with an emoji, which is not harmful."
7526231835630636310,"Massive #Yacht Battles Wind & Waves in Poreč, Croatia 🌊⛈️ #croatia  #rain #fypviral",not harmful,"The description refers to a yacht navigating through wind and waves, which is a common maritime scenario and does not fall under any of the harmful content categories such as disordered eating, self-harm, or mature themes. It does not contain any shocking, graphic, or exploitative content, nor does it promote addiction or misinformation."
7524290275536063766,Molto meno sbatti di un materassino mega ingombrante 😍 #tiktokshopitalia,not harmful,"The description appears to be promoting a product related to convenience, likely a smaller or more portable alternative to a large mattress. There is no indication of harmful content based on the provided framework."
7526234388783303958,Ke fortunaaa tesorjo 🍖 @sirja telhaj,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a playful or affectionate message without context indicating harm."
7525233806333316374,Grazie Jacopo ❤️❤️ #lazza #liveshow #milano #concerto #spotify #sansiro,not harmful,"The description appears to be about a live music show or concert, which does not fall under any of the harmful content categories listed."
7525406297777261846,Top 3 posti in cui andrei a fare un ape a Milano,not harmful,"The description is about places to have an aperitif in Milan, which does not fall under any of the harmful content categories listed."
7525052521291910422,#gym #fyp #gymtok #viral_video,not harmful,"The description contains hashtags related to fitness and does not indicate any harmful content such as disordered eating, self-harm, or any other categories listed in the harmful content framework."
7524784757763312918,Il volo alla fine non era programmato 😂 #anni90 #mamme,not harmful,"The description appears to be lighthearted and humorous, referencing an unplanned flight and nostalgia for the 1990s. There is no indication of harmful content related to the specified categories."
7525871918826753302,Non riesco a comprendere tutto questo odio..😞 #rose #blanket #flowers #bouquet #idea #perte,not harmful,"The description expresses confusion about hate and includes hashtags related to flowers and gifts, which do not fall under any harmful content categories."
7525969031724027158,dalla faccia di Maya… ig:michelemazzonii,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a simple mention of a person's face and an Instagram handle."
7525214372327705878,Non è comunque cambiato nulla ma va be 💔 #temu #macchina #macchinarotta #incidente #macchinagialla #ammaccatura #aggiustaremacchina #motore,not harmful,"The description appears to be about a car accident or damage to a car, which is not inherently harmful content. There is no indication of disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526510817370524950,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525137586877173014,Poi siamo andati da tigotà e mi ha chiesto se anche lì vendessero scarpe perché non ci era mai andato 😭😭😭😭😭😭😭😭😭😭 #perte #fy #virale #myshayla,not harmful,"The description is a lighthearted and humorous anecdote about a shopping experience, with no reference to any harmful content categories."
7525120138346122518,datemi due settimane😂,not harmful,"The description ""datemi due settimane😂"" (which translates to ""give me two weeks😂"") does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a lighthearted or humorous statement."
7525589366220000534,🚘🚘🚘 #parati #humor #mojadas #coche #amigas @Valeria Medina @aleecanoo_ @Sofia Arnau,not harmful,"The description contains hashtags related to humor and cars, and mentions friends. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525173379477867798,MA LA BELLEZZA DI QUESRO RAGAZZO!!! Voglio i suoi capelli ! Ahha aiutatemi a trovarlo pls,not harmful,"The description expresses admiration for someone's appearance and a desire to find them, which does not fall under any of the harmful content categories listed."
7526615233520061718,Quando ti ferma la Finanza... ☠️ #anpion98 #motovlog #mt09 #biker #bikersoftiktok #bikelife #divertenti,not harmful,"The description appears to be about a humorous or entertaining encounter with financial authorities, likely related to a motorcycling experience. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526494678363950369,"Queste le prime immagini del piccolo Allen, 5 anni, dopo il ritrovamento. Il bimbo era scomparso lo scorso 11 luglio da un campeggio di Ventimiglia. A trovarlo sono stati Dario Mattiauda e Dario Campione, membri della Protezione civile antincendio boschivo Riviera dei Fiori - Pompeiana.",not harmful,"The description provides information about the safe recovery of a missing child, which is not harmful content. It does not contain any elements of the harmful content framework."
7525530334570482966,"New season, new hair, same goals 😎",not harmful,"The description is a positive and motivational statement about personal goals and a change in hairstyle, with no reference to any harmful content."
7524589178399558934,È sempre il momento dei pettegolezzi,not harmful,"The description translates to ""It's always gossip time,"" which does not fall under any of the harmful content categories such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525499368191855894,31 anni di differenza e sono io la vecchia 🧓 #amore #love #coppia #agegap #couplegoals #boyfriend #fidanzati #fidanzato #oldermen #agegapcouple #AgeGapLove,not harmful,"The description discusses an age gap in a relationship, which is not inherently harmful. It does not promote any harmful behavior or themes outlined in the framework."
7525116360251182358,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7526086824318553366,#seguimisevuoi❤️❤️❤️❤️❤️❤️❤️ #seguimisevuoi #seguimi #neiperteeeee #neiperte #xrteee #perte #viralesvideo #viral #virale #voliamo #voliamoneiperte #voliamoneiperteeee #voliamoneiperte✈✈🦁 #voliamoneiperte❤️,not harmful,The description consists of hashtags and emojis that do not indicate any harmful content. There is no mention of any themes related to the harmful content framework.
7523870811963493634,la nostra quarta estate,not harmful,"The description ""la nostra quarta estate"" translates to ""our fourth summer"" in English and does not indicate any harmful content based on the provided framework. It appears to be a benign statement likely related to a personal or seasonal experience."
7525036627371101462,Piccreee,not harmful,"The description ""Piccreee"" does not provide any context or indication of harmful content based on the provided framework. It does not reference any themes related to mental health, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526536592266235158,pt2 @Cristiano🌓 @Fabio Ferrucci,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a mention of users or creators, which is not inherently harmful."
7526973477438459158,esperienza #perte #trekking #dolomiti #auronzo #trecimedilavaredo #cinesi #grotta,not harmful,"The description appears to be about a trekking experience in the Dolomites, specifically at Tre Cime di Lavaredo, and includes hashtags related to the location and activity. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7524729889195347222,Abbiamo provato un po’ di headshots con il team 😂 #stuntmilano #stuntman #team #funny #headshots #headshotschallenge,harmful,"The use of the term ""headshots"" in combination with ""stuntman"" and ""challenge"" suggests a potentially dangerous activity or challenge that could encourage risky behavior, which falls under the category of Dangerous Activity and Challenges."
7525573634211990817,"Chilling footage from an old Italian village: the woman dressed in black is about to be possessed by a dark spirit haunting this family home. Suddenly, she levitates while clutching her neck, then is violently thrown across the room by the demon. Family members flee in terror as demonic Latin words echo through the house. Locals say the spirit appeared after the tragic death of the great-grandfather, and it’s been haunting the family ever since. This haunted house holds secrets no one dares uncover. #Paranormal #Possession #HauntedHouse #Evil #horrortok #horror @hailuoai_official",harmful,"The description contains strong and frightening imagery, which falls under the category of Shocking and Graphic Content. This type of content can be disturbing to minors and is therefore considered harmful."
7526558288289303831,Time flies💨,not harmful,"The description ""Time flies💨"" is vague and does not contain any content that falls under the harmful content framework. It does not reference any mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525114524895137037,#travel #thailand #thailandtravel #funny #funnyvideos #creatorsearchinsights,not harmful,"The description is related to travel and humor, with no indication of harmful content as per the provided framework."
7525420247810051350,"tra biondi c’è intesa, ci capiamo meglio. Questo duo vi piace? 🥰💕 @domenicoespositooo_",not harmful,"The description is about a duo and their chemistry, which is not related to any harmful content categories such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525846202538265878,chi paga????,not harmful,"The description ""chi paga????"" (which translates to ""who pays????"" in English) does not contain any content related to the harmful categories listed, such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a general question or statement without context indicating harm."
7526590499357052182,Scambio a mano fuori lo stadio! #concertoultimo,not harmful,"The description appears to be about meeting up outside a stadium, likely for a concert, and does not contain any references to harmful content as defined by the framework."
7524681313882836246,"quando dico che la mia vita è un film non scherzo, sicuramente ho sempre qualcosa da raccontare 🙂🙂🙂🙂",not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It simply suggests that the person has interesting experiences to share."
7525118386003627286,POV : Bambole in camerino 💃🏽👯 @marianadamico #casaaprimavista #amiche #ballerine #risate #divertimento,not harmful,"The description suggests a fun and lighthearted video involving friends dancing and having a good time. There is no indication of any harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525877803401907458,Ma anche dopo un’ora eh… @laurafinozzi,not harmful,"The description is in Italian and translates to ""But even after an hour eh… @laurafinozzi."" It does not contain any references to harmful content as defined by the framework, such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526153762008894743,Bentornato in #seriea Ciro ❤️ #SerieA #tiktokfootball #tiktokcalcio #footballedit #immobile #meme,not harmful,"The description is related to football (soccer) and does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526122349804915990,👅👅,harmful,"The use of suggestive emojis like the tongue emoji can imply sexually suggestive content, which falls under the category of Mature Themes. This type of content may not be suitable for minors."
7527328321701481750,Finalmente il momento é arrivato.,not harmful,The description is vague and does not contain any explicit or suggestive content that falls under the harmful content framework. It does not reference any harmful activities or themes.
7526101249452674326,L’Amore 🧡,not harmful,"The description ""L’Amore 🧡"" translates to ""Love"" in Italian with a heart emoji, which does not indicate any harmful content under the provided framework."
7526220244042534166,Toglietegli temu Perfavore,not harmful,"The description is in Italian and translates to ""Please remove them."" Without additional context, it does not appear to fall under any of the harmful content categories listed."
7526278304085675286,🛬,not harmful,"The description consists of a single emoji of an airplane landing, which does not suggest any harmful content according to the provided framework."
7526570064632483094,Solo i migliori al #diverlandwaterpark  #fyp #trend #azul @ginevra @beatrice  @Leonardo Monni @tommaso.sardano @tikitok mattia tuveri @Rakele,not harmful,The description appears to be promoting a visit to a water park and includes hashtags and mentions of other users. There is no indication of harmful content related to the specified categories.
7526610866733681942,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525592369954295042,sto male #perte #fyp #vacanzastudio @Capo Plaza,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a casual or promotional post."
7527388850130488598,7525097714321755414 7525874449065823510 7527323218454023446 7526820371836800278 Luciano De Crescenzo ci racconta le ironiche avventure con i tassisti Napoletani. Parte 1. Tratto da: Mille e una luce #raiplay #rai #lucianodecrescenzo Scopri di più sul nostro sito web: https://lucianodecrescenzo.it/ Non potevo non farlo 😅 #perte #weddingday #lanciodelbouquet 🤔 Я отыскал это место в городе Норильск на #googleearth что это может быть? #гуглкарты #hiddenongoogleearth #googlemaps #мистика #giustiziapertizianacantone #sofferenza💔😭 #mammemutilate #veritànascoste #viralllllll #neiperteee #fyp,not harmful,"The descriptions provided do not contain any content that falls under the harmful content framework. They appear to be related to storytelling, personal experiences, and exploration on Google Earth, none of which are inherently harmful."
7526459933156478230,Il vento non lo aiutava per niente 🤣@B A G U S,not harmful,"The description appears to be light-hearted and humorous, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526274089372093718,La parte più bella è stata vedere le loro facce #lego #wedding,not harmful,"The description refers to a wedding and mentions LEGO, which is a toy brand. There is no indication of any harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526632737353026872,"7519842623008345366 7524674825521057046 7525407909757390102 7526136444872723735 #fyp #cineclasico #video Anche se mi rompe sempre le scatole amo questo robottino…😭💕 Ho messo il dito in un reattore nucleare! Mi ha sconvolto 😨 La Calabria è la sorella nomade della Sardegna! Contrariamente a quanto mostra la mappa politica, la Calabria non è geologicamente un pezzo d’Appennino. È un blocco di crosta continentale europea, la sorella gemella della Sardegna, nata con lei 300 milioni di anni fa quando esisteva il supercontinente Pangea. Mentre la Sardegna, dopo la rottura di Pangea, ha compiuto una lenta rotazione, la Calabria è stata letteralmente strappata via e trascinata in un viaggio solitario attraverso l’oceano. Non da una spinta, ma da una forza di risucchio generata dalla placca Ionica che sprofondava nel mantello. Questo viaggio si è concluso con uno scontro frontale: il blocco calabrese “europeo” si è sovrapposto con violenza all’Appennino di origine “africana”, creando una delle frontiere geologiche più complesse e attive del pianeta. Questo processo ha dato origine al Mar Tirreno, ai vulcani delle Eolie e alla sismicità che conosciamo oggi. Credit: Terra X, University of California Grafico e sezione: “Neogene-Quaternary tectonic evolution of the southern Apennine”, Catalano et al. 2004",not harmful,The description provides educational content about geological history and does not contain any elements of the harmful content framework.
7525802740962823446,#dna #moto #motorcycle #motos #motorsport #panigale #ducati #agv #ducaticorse #pirelli #bikersoftiktok #panigalev2 #agv #virale #bikers #bikerlife #bike #biker #suzukigsxr1000 #suzuki #cbr1000rr #bmw #kawasaki #ducati #yamaha #hypermotard950,not harmful,"The description contains hashtags related to motorcycles and motorsports, which do not fall under any of the harmful content categories listed. It appears to be focused on motorcycle enthusiasts and their interests."
7526112688666135830,non è convinta #foryou #mamma #perte #viralvideos,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a general or humorous statement likely related to a family or personal situation."
7525775639949937943,Per la prima volta nella mia carriera ho perso la pazienza 😅 Il contesto non ufficiale me lo permetteva dai…,not harmful,"The description mentions losing patience in a non-official context, which does not fall under any of the harmful content categories such as disordered eating, self-harm, or mature themes. It appears to be a light-hearted or humorous admission rather than promoting harmful behavior."
7524770156736744710,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Could you please provide the description?"
7519917205090323734,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7524759459491581206,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525027401613561110,"7526536409591581974 7515819079177948438 7513998385532177666 7522399164454472982 7526242138628132118 7524674825521057046 7525773231811251478 7527326953796357398 7520064644468264214 7522934091038133526 😅 / #saradiamante Come capire la tonalità di una canzone in 10 secondi. Lezioni di chitarra. #lezionidichitarra #suonarelachitarra #chitarra Non mangiare queste cose!❌️ 👇Prima visita GRATUITA, prenota ora! 📞 327 065 0980 📍Milano, Caserta, Santa Maria Capua Vetere ▪️ ▪️ ▪️ ▪️ ▪️ #nutrizione #dieta #benessere #salute #nutrizionista #alimentazionesana #alimentazione #mangiaresano #fitness #dimagrire #cibosano #dietasana Eleonora Giorgi - intervista #eleonoragiorgi #intervista La santona Ndocojocojo 🧘 1g: the_wolfgram #scherzotelefonico #emanueleluperto #onicotecnica #onicotecnicadisperata #estetista #estetik #nails #nailsmania #clienti #clientiimpazziti #lecrisi #unghie @Merylin @Meganails #luciafebbraiomastermega Ho messo il dito in un reattore nucleare! 5 paste fredde veloci ed equilibrate! perfette anche come Schiscetta! Fatemi sapere quale preferite 😍 1. Stracchino, peperoni 🫑 ripassati in padella con la cipolla e tanto basilico 2. Pesto (io di rucola, trovate la ricetta nei reel), melanzane 🍆 cotte in padella, pomodori secchi e ceci 3. Salmone affumicato, zucchine cotte in padella e scorza di limone 🍋 (abbondante) 4. Crema di pomodorini (per una persona frullare: 150g pomodori 🍅, Basilico, 3 olive taggiasche, 1 cucchiaino olio, 20 g mandorle, sale), mozzarella e basilico 5. Tonno, pomodorini, rucola e olive taggiasche Gazpacho con pesche  🍑 Questa versione è spaziale 🚀 ! Super fresco si prepara in 5 minuti senza cottura, meglio di così? Conoscete altre varianti da suggerirmi ? INGREDIENTI per una persona: 250g pomodorini 1/2 cetriolo (io barattiero con buccia)🥒 1 pezzettino di cipolla rossa 🧅 1/2 pesca gialla Olio Qb aceto (io ne ho messo un cucchiaio, regolatevi a gusto) Qualche foglia di basilico Per servire il gazpacho: 50g feta Crostini di pane Altro basilico Un filo d’olio PROCEDIMENTO: Frullare tutti gli ingredienti, che devono essere ben freddi, setacciare il gazpacho (opzionale) e servire. si conserva 2/3 giorni in frigorifero ma tenderà a separarsi, sarà sufficiente emulsionarlo con il minipimer prima di servirlo CASO PRATI GATE PT3. #pamelaprati #elianamichelazzo #barbaradurso #markcaltagirone #tvitaliana #perte #fyp Io non lo so perché noi esseri umani siamo così stupidi da iniziare a dare valore alle cose solo quando le perdiamo. Ma so che è quasi impossibile non farlo. E se c’è una cosa che questi (quasi) 10 anni lontano da casa mi hanno insegnato, è che sono proprio le piccole cose a mancare di più. Quelle che restavano sullo sfondo della tua vita, come comparse silenziose in un film dove pensavi di essere l’unico protagonista.Invece erano loro a reggere la scena. E solo quando cambi set e spariscono, ti rendi conto che quella somma di dettagli era la tua idea di felicità. Poi tutto cambia. Quella somma diventa sottrazione. E quella strana sensazione si trasforma, lentamente, in nostalgia. Ma la nostalgia, forse, non è qualcosa da scacciare. Forse, è solo la lente con cui il cuore mette a fuoco ciò che prima non riuscivamo a vedere.Facciamo un gioco: scrivetemi l’undicesima cosa ma fatelo con il cuore #fuorisede #pensieri #casa",not harmful,"The video descriptions provided do not contain any content that falls under the harmful content framework. They include topics such as guitar lessons, nutrition advice, interviews, humorous content, recipes, and reflective thoughts, none of which are harmful or inappropriate for minors."
7525794654189751574,è forse una canzone? Sono solo io?,not harmful,"The description appears to be a question about a song, which does not fall under any of the harmful content categories listed."
7526482541109529878,Da umile civile era il mio sogno😂🥰#perte#carabinieri#fidanzatadiuncarabiniere👮🏻#cc#caserma#lidodeicarabinieri#car#concorsi#esercito#militari,not harmful,"The description appears to be lighthearted and related to personal aspirations and relationships, with no indication of harmful content as per the specified framework."
7524834361464851735,Succede… #riccione #estate #amiche,not harmful,"The description appears to be about a casual or fun event with friends, indicated by the hashtags related to a location and summer. There is no indication of harmful content based on the provided framework."
7525193240166010135,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525002748551613718,#perte,not harmful,"The description ""#perte"" is vague and does not provide enough context to determine if it falls under any of the harmful content categories. It does not explicitly reference any harmful themes."
7525186909996322070,Jet2 holiday #fyp #pourtoi #jet2holidays @ㄥ,not harmful,"The description appears to be promoting a holiday or travel experience with a specific company, which does not fall under any of the harmful content categories listed."
7525945563888520470,#perte #malinois #playa #32 #maligator #malinoisworld #malinoislovers #pastorebelga #life,not harmful,"The description contains hashtags related to dogs, specifically the Malinois breed, and does not include any content that falls under the harmful content framework."
7525489717232684310,possiamo spiegare…. @𝐁 𝐈 sempre con noi❤️❤️ #malta #maltatiktok #07 #malta🇲🇹,not harmful,"The description appears to be a tribute or expression of remembrance, possibly for someone who has passed away, and does not contain any harmful content as defined by the framework."
