video_id,harmful,reasoning
7525019896711875862,not harmful,"The description appears to be a lighthearted or humorous comment, possibly about a person or situation, and does not contain any harmful content as per the specified framework."
7525218754989477142,not harmful,"The description is in Italian and translates to ""Don't name my mother 😂 #mom #for you #comedy #love."" It appears to be a lighthearted and comedic reference to a mother, with no indication of harmful content."
7525770311413878038,unclear,"I'm sorry, but I need a description of the TikTok video to classify it as 'harmful' or 'not harmful'. Please provide the description so I can assist you further."
7525483661576113430,not harmful,No video description was provided to evaluate for harmful content.
7525478611101502742,not harmful,"The description includes hashtags related to Poland and a brand of alcohol, but it does not explicitly promote or encourage alcohol consumption, nor does it contain any harmful or mature themes."
7525445462866873622,not harmful,"The description appears to reference a flood or water-related event with hashtags, but it does not contain any harmful content as per the specified framework."
7526472476227013910,not harmful,There is no description provided to evaluate for harmful content.
7525995255351594271,not harmful,"The description shares a positive experience related to travel and leisure activities, such as horseback riding and enjoying the beach, without any reference to harmful content. The use of the word ""shittok"" is likely a playful or humorous reference to TikTok and does not imply any harmful or harmful behavior."
7525045824103927062,not harmful,"The description provides educational information about the causes of sore throats in summer, debunking a common myth and offering health advice. It does not contain any harmful content as per the framework."
7525086385225698582,not harmful,"The description appears to be a playful or humorous comment about someone moving quickly, possibly in a car, indicated by the car emoji. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7524390924558798082,not harmful,"The description suggests a dance video with a humorous twist, indicated by the laughing emoji and the hashtag. There is no indication of harmful content based on the provided framework."
7524658182518476087,not harmful,"The description suggests a prank video, which is generally not harmful unless it involves dangerous activities or challenges. There is no indication of such content in the description provided."
7525051212329274646,not harmful,"The description ""così confusa…❤️‍🩹✨"" (which translates to ""so confused…❤️‍🩹✨"") does not contain any harmful content as per the specified framework. It appears to express an emotional state without any reference to harmful or mature themes."
7526544240734768406,not harmful,"The description ""#fyp"" is a common hashtag used on TikTok to indicate ""For You Page"" and does not contain any harmful content as per the provided framework."
7526169451306192150,not harmful,"The description appears to be about a face-to-face interaction, possibly an interview or conversation, and does not contain any references to harmful content such as disordered eating, body image issues, or any other categories listed in the harmful content framework."
7525439025319070998,not harmful,"The description simply states ""I'm fine"" with a hashtag related to work. There is no indication of harmful content or themes that fall under the harmful content framework."
7525507517217131798,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a lighthearted or humorous description without harmful implications."
7525764595445763350,not harmful,"The description ""mi sento male"" translates to ""I feel bad"" in English. It does not explicitly reference any harmful content categories such as disordered eating, self-harm, or any other harmful themes. However, it could indicate a need for support or help, but it is not inherently harmful or harmful."
7525778837150387478,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a neutral or motivational statement."
7525543183548173590,not harmful,The description is vague and does not contain any harmful content related to the specified categories. It appears to be a personal or romantic expression without any explicit or harmful implications.
7525901699786083606,not harmful,"The description is a playful advertisement for real estate services, using humor to engage the audience. It does not contain any harmful content as per the framework provided."
7524802365522742550,unclear,"I'm sorry, but I need a video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7526646582368865558,not harmful,"The description is about a children's room, which is a safe and non-harmful topic. It does not contain any references to harmful content as outlined in the framework."
7520315599545732374,not harmful,The description appears to be promoting a product or service with hashtags related to summer offers. There is no indication of harmful content based on the provided framework.
7525521942389067030,not harmful,The description is a simple expression of gratitude and does not contain any harmful content as per the specified framework.
7525778068963691798,unclear,"I'm sorry, but I need a description of the TikTok video to classify it as 'harmful' or 'not harmful'. Please provide the description so I can assist you further."
7525126497594543382,not harmful,"The description contains emojis and hashtags related to relationships and viral content, with no indication of harmful or mature themes."
7526635921509190935,harmful,"The description implies a reaction to comments about body image, which can relate to disordered eating and body image issues."
7521336825093311766,not harmful,"The description promotes a product that is a low-calorie, sugar-free beverage mix. It does not contain any harmful content related to the specified categories and is focused on healthy hydration."
7526520256983076118,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a personal or affectionate message without any indication of mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525812011184295190,not harmful,No description was provided to evaluate for harmful content.
7524716937830665494,not harmful,The description consists of only emojis and does not contain any harmful content as per the provided framework.
7525006109392882966,not harmful,The description is vague and does not contain any harmful content or themes that fall under the specified categories.
7526478654096903447,not harmful,"The description suggests a humorous video involving a couple or family, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525712193053134088,not harmful,"The description refers to a CGI or VFX representation of playgrounds inspired by a popular TV show, which does not inherently promote or depict real-life dangerous activities or challenges. It is more likely to be a creative or artistic expression rather than harmful content."
7526024193700367624,not harmful,"The description simply states that the person ended up in the hospital, which does not inherently contain harmful content or promote any of the harmful categories listed."
7525011363115109654,not harmful,The description appears to reference a film clip and does not contain any harmful content related to the specified categories. It seems to be a benign post about a movie or actor.
7524735038009707790,not harmful,The description is a positive and romantic statement that does not contain any harmful content as per the specified framework.
7525415224392862998,not harmful,"The description discusses electric scooters and supercars, which do not fall under any harmful content categories such as mental health issues, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7527270262698478870,not harmful,"The description discusses labor conditions and a campaign for economic change without promoting harmful content. It does not contain any elements of disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526893312301649174,not harmful,The description discusses personal preferences about living in different cities and does not contain any harmful content as defined by the framework.
7524005214353968406,not harmful,"The description promotes sun protection, which is a positive health message and does not fall under any harmful content categories."
7526940516911516950,not harmful,"The description discusses existential doubts and beauty, which do not fall under any harmful content categories such as disordered eating, self-harm, or mature themes. It appears to be a light-hearted or philosophical topic."
7525420534662728982,not harmful,"The description appears to be about a playful or humorous topic related to a ""forbidden ship"" (likely a fictional or fan-created relationship) and does not contain any harmful content as per the specified framework."
7525027529674083606,not harmful,"This description is a positive message celebrating a personal milestone, with no reference to any harmful content."
7525083766394457366,unclear,"I'm sorry, but I need a video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525836718683999510,not harmful,"The description appears to be about a humorous or nostalgic memory related to a market experience from childhood. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525055459116551446,unclear,"I'm sorry, but I need a description of the TikTok video to classify it as 'harmful' or 'not harmful'. Could you please provide the description?"
7515849479421971734,not harmful,"The video descriptions provided do not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. They appear to be general, humorous, or promotional content without any indication of being harmful to minors."
7526517253626400022,not harmful,The description appears to be a general comment about school ending and includes popular hashtags. It does not contain any harmful content as per the specified framework.
7525190854688935198,not harmful,"The description discusses ballet and dance-related activities, which are generally safe and artistic expressions. There is no mention of harmful or mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525086678738898198,not harmful,The description consists of a single emoji and does not contain any harmful content as defined by the framework.
7525758714008063254,not harmful,"The description appears to be about attending a concert and includes hashtags related to the event and artist. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. The phrase ""Sto morendo"" (I'm dying) is likely used humorously or as an expression of excitement, which is common in casual language."
7525180269142347030,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a playful or affectionate message with hashtags and a mention of a user."
7525174599995133206,not harmful,"The description is about tattoo art and does not contain any harmful content as per the specified framework. It does not promote disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526890379732585751,not harmful,The description provides fashion advice related to wearing sandals and does not contain any harmful content as per the specified framework.
7526101764404219158,not harmful,The description talks about a video of people dancing and includes hashtags related to empathy and elderly people. There is no indication of harmful content under the specified framework.
7525350072398138646,not harmful,The description expresses affection and longing without any reference to harmful content or themes.
7525475666658135318,not harmful,The description appears to be related to football (soccer) and includes hashtags about a football team and player. There is no indication of harmful content based on the provided framework.
7526029684937624854,not harmful,"The description ""#beachplease"" does not indicate any harmful content related to the specified categories. It appears to be a playful or humorous hashtag likely related to beach activities or vacations."
7525827413977140512,harmful,"The description contains hate speech or behavior, as it involves racial discrimination and incitement to hatred against a specific national group."
7525075428294298902,not harmful,The description contains hashtags and phrases that do not indicate any harmful content. It appears to be a typical social media post without any reference to the harmful categories listed.
7524943634148478216,not harmful,"The description references a diet challenge related to a fictional character from a popular TV show, but it does not explicitly promote disordered eating or harmful behavior. It appears to be a playful or themed challenge rather than a harmful one."
7525051683349515542,not harmful,The description is simply promoting a YouTube video and does not contain any harmful content as per the specified framework.
7524782760486079766,not harmful,"The description simply mentions someone being present on a set, which does not fall under any harmful content categories."
7526285430883355926,not harmful,The description expresses dissatisfaction with a concert experience and does not contain any harmful content as defined by the framework.
7524751219437407544,not harmful,The description is promoting viral advertising services and provides links to examples. It does not contain any harmful content as per the specified framework.
7525503655491947798,not harmful,The description does not contain any harmful content as per the framework. It appears to be about personal preferences and does not promote any dangerous or mature themes.
7525387044122545430,not harmful,"The description contains laughter and hashtags related to coffee, which do not fall under any harmful content categories such as disordered eating, mature themes, or shocking content. There is no indication of hate speech, abuse, addiction, or misinformation."
7525133816533454102,not harmful,The description contains hashtags related to a dance video and does not reference any harmful content as outlined in the harmful content framework.
7524776540564032791,not harmful,The description celebrates a personal achievement of becoming a surgeon and includes hashtags related to medical studies and graduation. There is no harmful content present.
7526489778691345686,not harmful,"The description is in Italian and translates to ""You have to try it too🥺"". It does not contain any harmful content as per the provided framework."
7525687321241390354,not harmful,"The description does not contain any explicit references to harmful content such as violence, mature themes, or misinformation. It appears to be promoting a video that is trending or viral, which is common on social media platforms."
7527637221105503510,not harmful,"The description ""loco di te"" (which translates to ""crazy about you"" in English) does not contain any harmful content as per the specified framework. It does not reference any mental health issues, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7527691009958923542,unclear,"I'm sorry, but I need a description of the TikTok video to classify it as 'harmful' or 'not harmful'. Please provide the description so I can assist you further."
7527285348062235926,not harmful,"The description appears to be about edits of Mike Tyson, which does not inherently contain any harmful content as per the specified framework. There is no indication of disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7527646409038908694,not harmful,"The description ""CI AVEVO SPERATO…"" (translated as ""I had hoped..."") does not contain any explicit or implicit references to harmful content as outlined in the framework. It appears to be a vague or personal expression without context indicating toxicity."
7527346847669603606,not harmful,"The description appears to be a humorous or light-hearted request for a lifeguard, likely in a beach or pool setting, and does not contain any harmful content as per the specified framework."
7526969601960201494,not harmful,No description was provided to evaluate for harmful content.
7526575559833406742,not harmful,"The description appears to be a humorous and lighthearted post about someone finishing all the focaccia, with hashtags related to gym and comedy. There is no indication of harmful content under the specified framework."
7527299422841998614,not harmful,"The description appears to be about a location in Croatia and includes hashtags related to travel and a beach. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7527308310496808194,not harmful,"The description appears to be a lighthearted comment about a non-functioning accelerator, likely referring to a vehicle or a similar context. It does not contain any harmful content as per the specified framework."
7526917188314402050,not harmful,"The description ""Corte Tendencia 2025??"" does not contain any harmful content as per the provided framework. It appears to be related to fashion or hairstyle trends, which is generally safe for all audiences."
7527647849748663574,not harmful,The description discusses a complex romantic situation in a light-hearted and humorous manner without any harmful or mature themes.
7527392487661407511,not harmful,"The description appears to be a playful or humorous reference to being a ""doctor"" in the genre of trap music, which does not inherently contain harmful content as per the provided framework."
7527378888473758998,not harmful,"The description appears to be about a season finale of a show or series, which is not related to any harmful content categories."
7526551528660864258,not harmful,"The description appears to be about a football (soccer) match or comparison between two players, Donnarumma and Kroos. It does not contain any harmful content as per the specified framework."
7527346809719639318,not harmful,"The description primarily contains hashtags and phrases related to music, food, and humor, with no indication of harmful content as per the specified framework."
7526978795744644385,not harmful,"The description does not contain any harmful content as per the framework. It appears to be a casual or promotional statement about arriving in a Bugatti, which is a luxury car, and includes hashtags for visibility."
7527347946677964054,not harmful,"The description appears to be lighthearted and related to a new edition of a show or event, with no indication of harmful content under the specified framework."
7527000433320021270,not harmful,"The description appears to reference a comedic or humorous situation involving a transformation into a duck, likely related to a movie or character by Checco Zalone, an Italian comedian. There is no indication of harmful content under the specified framework."
7526676525752585494,not harmful,"The description is about engaging with the audience by asking them to guess a song, which is a common and harmless interaction on social media. It does not contain any harmful content as per the framework provided."
7527307336709344534,not harmful,"The description appears to be a lighthearted and positive announcement about someone's arrival, with no indication of harmful content or themes."
7527248004286270742,not harmful,"The description ""🇦🇱 is calling"" does not contain any harmful content as per the specified framework. It appears to be a neutral statement, possibly referring to a location or cultural reference, without any indication of toxicity."
7526533973892271382,not harmful,"The description includes hashtags related to police, LGBT, and love, which do not inherently suggest any harmful content under the specified framework."
7526879307596074262,not harmful,"The description appears to be promoting a holiday or festival event with hashtags and mentions of users. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526192185591516446,not harmful,"The description is light-hearted and does not contain any harmful content related to the specified categories. It simply mentions having breakfast and being curious, with hashtags related to a location and interesting facts."
7527285463149743382,not harmful,"The description is in Italian and translates to ""How can you blame them, I would watch it nonstop."" It includes hashtags related to a nephew and a popular TikTok trend (#fyp). There is no indication of harmful content under the specified framework."
7527346617104551190,not harmful,"The description is in Italian and translates to ""after all, she is still a DIVA 💕😍"". It appears to be a positive or admiring statement without any harmful content."
7526545400707255574,not harmful,The description does not contain any harmful content related to the specified categories. It appears to be a lighthearted or humorous post with hashtags related to an artist or event.
7526667986103553302,not harmful,"The description refers to arm wrestling, which is a common and generally safe physical activity. There is no indication of harmful content such as disordered eating, self-harm, or any other harmful themes listed in the harmful content framework."
7527302551788653846,not harmful,The description discusses a young man attending an interview with a lack of respect and high expectations. It does not contain any harmful content related to the specified categories.
7526935719412092182,not harmful,"The description appears to be related to a soccer moment involving a player named Lukaku and a penalty, which is a common sports topic. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
