video_id,link,desc,harmful,reasoning
7458262513440918806,https://www.tiktok.com/@temp/video/7458262513440918806,ho perso 15 chili in soli 3 mesi mangiando #dimagrire #perderepeso #estateinforma #mammainforma #amarsi #piacersi #amati #cambiamenti #cambiamento #rimanereinforma  #dimagrire #dimagrirevelocemente #dimagriremangiando,harmful,"The description promotes rapid weight loss, which can encourage unhealthy eating habits and body image issues, especially among impressionable audiences such as minors."
7466438030002261270,https://www.tiktok.com/@temp/video/7466438030002261270,Dieta chetogenica #chetosi#dietachetogenica#nutrizionista#nutrizione,not harmful,"The description discusses a ketogenic diet and nutrition, which does not fall under any of the harmful content categories such as disordered eating or body image issues. It appears to be informational about a specific diet."
7419674763750067489,https://www.tiktok.com/@temp/video/7419674763750067489,Nutrizionista #nutrizione#nutrizionistaditiktok#alimentazione,not harmful,"The description appears to be related to nutrition and does not suggest any harmful content related to disordered eating, body image, or any other category in the harmful content framework."
7339876738077429025,https://www.tiktok.com/@temp/video/7339876738077429025,Vuoi perdere peso in modo rapido ? Usa il glucomannano che è un integratore specifico per il dimagrimento #perditadipeso #integratorealimentare #glucomannano #farmacista #farmacistaconsiglia,harmful,"The description promotes rapid weight loss using a specific supplement, which can encourage unhealthy attitudes towards weight and body image, especially among minors."
7500312114255416598,https://www.tiktok.com/@temp/video/7500312114255416598,#gonfioreaddominale #panciagonfia #panciapiatta #perderepeso #puliziaintestino #kgditroppo #riattivareilmetabolismo,harmful,"The video description includes hashtags related to weight loss and body image, such as ""perderepeso"" (lose weight) and ""panciapiatta"" (flat stomach), which can promote disordered eating and body image issues. This type of content can be harmful, especially to minors, as it may encourage unhealthy attitudes towards body image and weight loss."
7484620876357389590,https://www.tiktok.com/@temp/video/7484620876357389590,I risultati variano da persona a persona,not harmful,"The description ""I risultati variano da persona a persona"" translates to ""Results vary from person to person"" and does not fall under any of the harmful content categories listed. It is a general statement that does not imply any harmful activity or content."
7526562321343253782,https://www.tiktok.com/@temp/video/7526562321343253782,Commenta “INFO” se vuoi perdere da 5 a 15 kg nei prossimi 90 giorni 👇 #digiunointermittente #dimagrire #dimagriremangiando #dimagrirevelocemente #perderepesovelocemente #perderepesomangiando,harmful,"The video promotes rapid weight loss and potentially unhealthy dieting practices, which can encourage disordered eating behaviors and negatively impact body image, especially among impressionable minors."
7447117808271461654,https://www.tiktok.com/@temp/video/7447117808271461654,#perderepeso #cortiso #tornareinforma #panciagonfia #panciapiatta #dimagrimento,not harmful,"The description appears to be related to fitness and weight loss, which does not inherently fall under any of the harmful content categories listed, such as disordered eating or body image issues, unless it promotes unhealthy methods or body shaming, which is not evident from the description alone."
7487283553961528598,https://www.tiktok.com/@temp/video/7487283553961528598,"Ti hanno sempre detto che per dimagrire basta bere più acqua. Ma se fosse davvero così semplice, perché tante persone continuano a lottare con il peso nonostante bevano litri d’acqua al giorno? La verità è che non conta solo quanta acqua bevi, ma come e quando la bevi. Il tuo metabolismo risponde a precisi segnali e, se gli dai quelli sbagliati, può rallentare invece di accelerare. Nel metodo Primavera Metabolica ti spiego esattamente come riattivare il metabolismo senza diete restrittive, senza contare calorie e senza ore di allenamento estenuante. Vuoi scoprire come? Scrivi “PRIMAVERA” nei commenti e ti spiego tutto. #dimagrire #metabolismo #nutrizione",not harmful,"The description discusses weight loss and metabolism without promoting disordered eating or harmful body image practices. It suggests a method for activating metabolism without restrictive diets or excessive exercise, which does not fall under the harmful content categories."
7515058543360347414,https://www.tiktok.com/@temp/video/7515058543360347414,Scopriamo insieme i trattamenti estetici che si è fatta  Bella Hadid🤔 Tu cosa ne pensi?💭 #bellahadid #chirurgiaestetica,not harmful,"The description discusses cosmetic treatments that a public figure may have undergone. It does not promote disordered eating, body image issues, or any other harmful content categories listed."
7507659289356422422,https://www.tiktok.com/@temp/video/7507659289356422422,"Kris Jenner ➡️ La “Momager” per eccellenza. Icona di resilienza e strategia, ha saputo trasformare la sua energia interiore in una forza anche estetica. 🎀 Si ipotizzano interventi come un lifting profondo, una blefaroplastica e trattamenti mirati per migliorare texture e qualità cutanea. Il risultato? Straordinariamente naturale e armonico. Voi cosa ne pensate del suo percorso di trasformazione estetica? Lasciate un commento qui sotto!👇👇👇 #KrisJenner #Momager #ChirurgiaEstetica #LiftingFacciale #Blefaroplastica #TrattamentiViso #SkincareAvanzata #BellezzaSenzaTempo #AntiAge #Ringiovanimento #EsteticaDiClasse #BeautyTransformation #IconaDiStile #CelebrityLook #CuraDellaPelle",not harmful,"The description discusses cosmetic procedures and skincare in a neutral and informative manner without promoting disordered eating, body image issues, or any other harmful content categories. It focuses on beauty and aesthetic transformation, which does not fall under the harmful content framework provided."
7277259500296441120,https://www.tiktok.com/@temp/video/7277259500296441120,Oggi parliamo di Bella Hadid: @Bella Hadid. Bella di nome e di fatto!🙌🏻 #medicina #chirurgiaestetica #profmaximilian #profmaximiliancatenacci #equilibriodellabellezza #bellahadid #fuffachirurgia,not harmful,"The description discusses Bella Hadid and mentions topics like medicine and cosmetic surgery, but it does not promote disordered eating, body image issues, or any other harmful content categories listed. It appears to be a discussion or commentary on beauty and cosmetic surgery without harmful implications."
7197393758969793797,https://www.tiktok.com/@temp/video/7197393758969793797,Il grasso torna dopo la liposuzione? Rispondo alle vostre curiosità #chirurgiaestetica #chirurgiaplastica #chirurgoestetico #chirurgoplastico #chirurgoplasticonapoli #ivanlarusca #liposuzione #liposuzionenonchirurgica #liposuzionenapoli,not harmful,"The description discusses cosmetic surgery and addresses common questions about liposuction. It does not promote disordered eating, body image issues, or any other harmful content categories listed."
7527681623194684694,https://www.tiktok.com/@temp/video/7527681623194684694,"È una situazione che mi ha fatto e fa soffrire tutt’ora, vi chiedo di non essere cattivi #chirurgia #chirurgiaestetica #mastoplastica #errorimedici #errorichirurgici #fitness",not harmful,"The description discusses personal experiences with cosmetic surgery and medical errors, which may involve sensitive topics but does not explicitly fall under any of the harmful content categories listed. It does not promote or glorify disordered eating, self-harm, or any other harmful behavior. However, it is important to approach such topics with sensitivity and care."
7228661472665079066,https://www.tiktok.com/@temp/video/7228661472665079066,Voi che pensate del volto di dontella versace? Era neglio prima o adesso? #donatellaversace #chirurgiaestetica #chirurgiaplastica #medicinaestetica #medicinaesteticamilano #medicinaesteticaitalia #interventi #interventifalliti #operazionechirurgica,not harmful,"The description discusses opinions on cosmetic surgery and aesthetic medicine, which does not fall under any of the harmful content categories listed. It does not promote disordered eating, body image issues, or any other harmful behavior."
7448022864961309974,https://www.tiktok.com/@temp/video/7448022864961309974,5 CELEBRITÀ che hanno ESAGERATO con la CHIRURGIA 😱 #curiosità #incredibilicuriosita #chirurgiaestetica #chirurgia #celebrità,not harmful,"The video description discusses celebrities who have undergone excessive plastic surgery, which falls under the category of body image. However, it does not explicitly promote disordered eating or negative body image, nor does it fall under any other harmful content categories listed."
7511761376843517206,https://www.tiktok.com/@temp/video/7511761376843517206,Ginevra Giaccherini è tutta rifatta come dicono? Secondo voi???Scopriamolo insieme ! @Ginevra Giaccherini #dvora #dvorancona #chirurgiaestetica #medicinaestetica #tiktoker #influencer #tiktok,not harmful,"The video description discusses cosmetic surgery and aesthetic medicine, which does not fall under any of the harmful content categories listed. It does not promote disordered eating, body image issues, or any other harmful behavior."
7296111153678273825,https://www.tiktok.com/@temp/video/7296111153678273825,Cosa si prova a vivere con un chirurgo plastico? La mia famiglia risponde #chirurgiapostbariatrica #chirurgiaplastica #chirurgiaestetica,not harmful,"The description discusses living with a plastic surgeon and includes hashtags related to plastic surgery. It does not promote disordered eating, body image issues, or any other harmful content categories. It appears to be informational or personal in nature."
7424548974671039776,https://www.tiktok.com/@temp/video/7424548974671039776,"@Sophie codegoni 🎀 e il suo rapporto con la chirurgia estetica: “Ho iniziato a 15/16 anni, poi ci avevo preso un po’ troppo la mano…” #Verissimo #davedere",harmful,"The description discusses starting cosmetic surgery at a young age and implies excessive use, which can promote disordered body image and potentially encourage minors to consider unnecessary or excessive cosmetic procedures."
7367308965929061665,https://www.tiktok.com/@temp/video/7367308965929061665,"👃💙𝐓𝐞𝐬𝐭𝐢𝐦𝐨𝐧𝐢𝐚𝐧𝐳𝐚 𝐒𝐭𝐫𝐚𝐨𝐫𝐝𝐢𝐧𝐚𝐫𝐢𝐚! Oggi vogliamo condividere con voi un momento davvero speciale. Ringraziamo di cuore 𝐌𝐚𝐫𝐭𝐢𝐧𝐚 che ha scelto di raccontare la sua esperienza personale con noi. Dopo aver affidato il suo desiderio di cambiamento al 𝐃𝐨𝐭𝐭𝐨𝐫 𝐓𝐮𝐭𝐢𝐧𝐨, Martina ha sperimentato una trasformazione che 𝐡𝐚 𝐬𝐮𝐩𝐞𝐫𝐚𝐭𝐨 𝐨𝐠𝐧𝐢 𝐬𝐮𝐚 𝐚𝐬𝐩𝐞𝐭𝐭𝐚𝐭𝐢𝐯𝐚. Eccola nelle sue parole: ""𝑆𝑜𝑛𝑜 𝑐𝑎𝑚𝑏𝑖𝑎𝑡𝑎, 𝑚𝑖𝑔𝑙𝑖𝑜𝑟𝑎𝑡𝑎 𝑒 𝑖𝑛𝑐𝑟𝑒𝑑𝑖𝑏𝑖𝑙𝑚𝑒𝑛𝑡𝑒 𝑠𝑜𝑑𝑑𝑖𝑠𝑓𝑎𝑡𝑡𝑎 𝑑𝑒𝑙 𝑟𝑖𝑠𝑢𝑙𝑡𝑎𝑡𝑜 𝑑𝑒𝑙𝑙𝑎 𝑚𝑖𝑎 𝑟𝑖𝑛𝑜𝑝𝑙𝑎𝑠𝑡𝑖𝑐𝑎."" Se anche tu, come Martina, desideri iniziare un percorso di cambiamento, Richiedi subito una consulenza! compila il form 📝 https://forms.gle/vCmerUNKaCWVEsjq9 👨‍⚕️ 𝐃𝐫 𝐓𝐮𝐭𝐢𝐧𝐨 📍 𝐏𝐚𝐥𝐞𝐫𝐦𝐨 & 𝐌𝐞𝐬𝐬𝐢𝐧𝐚 📲 338 239 1424 #surgery #botox #rinoplastica #rinosettoplastica #filler #matteotutino #medites #chirurgiaestetica #medicinaestetica",not harmful,"The description promotes cosmetic surgery and personal transformation, which does not fall under any of the harmful content categories listed. However, it is important to note that while not classified as harmful under this framework, content promoting cosmetic surgery can impact body image perceptions, especially among minors."
7103466836267748614,https://www.tiktok.com/@temp/video/7103466836267748614,Lo sport come arma di difesa #challenge #sport,not harmful,"The description promotes sports as a form of self-defense and includes a challenge, which does not fall under any of the harmful content categories listed. It appears to encourage physical activity in a positive way."
7405545761762463009,https://www.tiktok.com/@temp/video/7405545761762463009,"Alcune challenge pericolose e super virali nate su questa piattaforma. E ce ne sono di peggiori, amici. Sono TANTISSIME. #neiperte #creepyfacts #creepytok #disturbingfacts",harmful,"The description mentions ""dangerous challenges"" which can encourage risky behavior among viewers, particularly minors."
7246351462740004122,https://www.tiktok.com/@temp/video/7246351462740004122,Bruh… terrible! #challenge #death #girl #accident #scarf #game #kids #teens #blackout,harmful,"The description suggests a challenge that involves a dangerous activity, potentially leading to accidents or harm, which is not suitable for minors."
7484251141031660808,https://www.tiktok.com/@temp/video/7484251141031660808,The Gauntlet Challenge.. 😟 #fyp #gauntlet #challenge #creepy #disturbing #gore #trending #2018 #fyp #foryou #foryourpages #viralvideo #viral Credits to @✨💌LUNA💌✨ !!!,harmful,"The description references ""The Gauntlet Challenge,"" which is often associated with dangerous or disturbing content, including gore, which can be harmful for minors."
7523351367012846870,https://www.tiktok.com/@temp/video/7523351367012846870,"🎯 Blackout Challenge: In Italia è già successo, perché ancora nessuno si attiva per fermare queste follie? #luciacerullo #challenge #blackout #bambini #social #pericolo #fermiamolechallenge #tiktokitaliani #inghilterra #sebastian #soffocati #giocopericoloso #frammentodirealtà #italia #videoviral #viral #perte #neiperte #fyp #notizie #castelford #westyorkshire",harmful,"The description references the ""Blackout Challenge,"" which is a dangerous activity that can lead to self-harm or even death. This type of content is harmful, especially for minors, as it may encourage them to participate in risky behavior."
7350377719894527262,https://www.tiktok.com/@temp/video/7350377719894527262,don’t do these dangerous challenges 😭 #truecrime #truecrimecommunity #truecrimestories #truecrimetiktok,harmful,"The description references ""dangerous challenges,"" which could encourage viewers, especially minors, to engage in or seek out risky behaviors that could harm them."
7462310616657644822,https://www.tiktok.com/@temp/video/7462310616657644822,"Un film da “capogiro”, letteralmente. Da vedere su paramount plus ma credo che si possa trovare anche su Tik Tok diviso in parti. TRAMA: Quando due migliori amiche scalano una torre radio abbandonata e remota, una delle più alte degli Stati Uniti per un’acrobazia da social network, si ritrovano intrappolate a più di 600 metri di altezza. Cinema, consigli cinema, film, film da vedere, recensioni film. #film #cinema #thriller #consiglifilm #fall #davedere #recensioni #cinemalover #paramountplus",not harmful,"The description discusses a film plot involving a dangerous activity (climbing a tall radio tower), but it does not encourage or depict the activity in a way that promotes imitation. It is a film review and recommendation, which does not fall under the harmful content categories listed."
7199644778131131654,https://www.tiktok.com/@temp/video/7199644778131131654,"La demenzialità di alcune challenge qui su TikTok, tra cui la #cicatricefrancese che coinvolgono gli adolescenti. Per favore non lo fate!!! È molto pericoloso!!! Segnalate questa challenge #challenge #cicatricefrancese #faceyoga #faceyogateacher #yoga #insegnanteyogafacciale",harmful,"The description mentions a specific challenge, #cicatricefrancese, that is described as very dangerous and involves adolescents. This falls under the category of dangerous activities and challenges, which can be harmful to minors."
7207878936322264326,https://www.tiktok.com/@temp/video/7207878936322264326,"È nostro dovere, come adulti, conoscere i social, i rischi e monitorare l’uso della tecnologia. Non possiamo più evitarlo, ma è diritto dei nostri ragazzi essere ascoltati e capiti. Lasciamo che ci raccontino dei loro mondi senza aver paura del nostro giudizio #cicatricifrancesi #genitoriefigli #genitorialità #attaccamento #accudimento",not harmful,"The description discusses the importance of understanding social media and technology use among young people, encouraging open communication between parents and children. It does not fall under any of the harmful content categories listed."
6877596990742580482,https://www.tiktok.com/@temp/video/6877596990742580482,#duet with @rocketfuel69,not harmful,"The description ""#duet with @rocketfuel69"" does not inherently suggest any harmful content based on the provided framework. It simply indicates a collaborative video format on TikTok."
7466174234088230166,https://www.tiktok.com/@temp/video/7466174234088230166,#voliamoneiperte,not harmful,"The description ""#voliamoneiperte"" does not indicate any harmful content based on the provided framework. It does not reference any of the harmful categories such as disordered eating, self-harm, dangerous activities, or any other listed harmful content."
7424838932812057889,https://www.tiktok.com/@temp/video/7424838932812057889,Chroming Challenge. Inalare sostanze tossiche. 📢☢️⚠️ Pericolosissimo! #challenge #challengetiktok #sfide #allucenogeni #sostanze #substance #inalanti #inalazione #tossicita #dipendenza #bambini #psicologagenz #psicologa #psicologia #dipendenza #chroming #challenge #chromingchallenge #inalare #inalanti #toxic #psychology #neuroscienze #neuroscience #addiction #substanceabuse #abuse #pericolo #perte #virale #neiperte #foryoupage #fyp,harmful,"The description promotes a dangerous challenge involving inhaling toxic substances, which poses significant health risks and encourages harmful behavior, especially among minors."
7449092716434033943,https://www.tiktok.com/@temp/video/7449092716434033943,"Disclaimer: Do Not Attempt The actions depicted in this video are performed by trained professionals or under controlled conditions. Do not attempt to replicate or perform any of the stunts, activities, or behaviors shown. Attempting to imitate these actions may result in serious injury, property damage, or death. Always prioritize safety and consult with experts if you are considering engaging in any high-risk activities. Viewer discretion is advised. #Disclaimer #frankfurt #fyp #viral",harmful,"The video description includes a disclaimer warning against attempting the actions depicted, indicating that the content involves potentially dangerous activities or stunts that could lead to serious injury or death if imitated. This type of content can be harmful, especially to minors who may not fully understand the risks involved."
7143528162079608070,https://www.tiktok.com/@temp/video/7143528162079608070,Danno da attività pericolose #studiaredirittofacile #studiarediritto  #imparacontiktok #dirittoprivatoappunti #dirittoprivato #dirittopenale,not harmful,"The description does not indicate any content related to dangerous activities or challenges. It appears to be related to studying law, which does not fall under any of the harmful content categories."
7506911559289982230,https://www.tiktok.com/@temp/video/7506911559289982230,Non è detto che tutte si prestino ad attività pericolose e a ridicolizzarsi…,not harmful,"The description does not explicitly promote or describe any harmful activities or content. It suggests that not everyone engages in dangerous or ridiculous activities, which does not fall under any of the harmful content categories."
7181890581570931974,https://www.tiktok.com/@temp/video/7181890581570931974,Tragedia in una gara di Rally #rally #tragedia #pilota #spettatori,harmful,"The description suggests a tragic event occurred during a rally race, which could involve graphic or distressing content related to accidents or injuries, making it potentially harmful for minors."
7190698022567693573,https://www.tiktok.com/@temp/video/7190698022567693573,😈😈😈 @Mtb_tiktok__ @Mtb-Sport @bicycle_mafia @Cyclingworld @MTB ENDURO,not harmful,"The description appears to be related to mountain biking and cycling, which does not fall under any of the harmful content categories listed. There is no indication of dangerous activity, hate speech, or any other harmful behavior."
7224084683972168986,https://www.tiktok.com/@temp/video/7224084683972168986,Le attività giornaliere pericolose....cambiare il prezzo a ChefLife #gamestop #gamestopemployee #gamestopitaly #gamestopworker #commesso #jaws #cheflife,not harmful,"The description refers to a video about changing prices in a game called ChefLife, which does not fall under any of the harmful content categories such as dangerous activities, hate speech, or any other listed harmful content. It appears to be related to gaming and retail work, which is not harmful."
7463528225784778006,https://www.tiktok.com/@temp/video/7463528225784778006,I lavori più pericolosi #lavoro #mestiere #pericoloso,not harmful,"The description discusses dangerous jobs, which does not fall under any of the harmful content categories listed. It is informational and does not promote or depict dangerous activities or challenges in a harmful way."
7492727135455546646,https://www.tiktok.com/@temp/video/7492727135455546646,Most dangerous job in the world #waves #ocean #northsea #horrortok #lighthousekeeper,not harmful,"The description does not fall under any of the harmful content categories. It appears to be about a challenging job, which is not inherently harmful content."
7298384886316944672,https://www.tiktok.com/@temp/video/7298384886316944672,I 3 lavori più pericolosi da evitare,not harmful,"The description discusses dangerous jobs, which does not fall under any of the harmful content categories listed. It is informative rather than harmful."
7456017251032943894,https://www.tiktok.com/@temp/video/7456017251032943894,The Most Dangerous Job EVER: Sewage diver 🤿,not harmful,"The description does not promote or encourage dangerous activity or challenges, but rather seems to describe a profession. It does not fall under any of the harmful content categories listed."
7461271590190255382,https://www.tiktok.com/@temp/video/7461271590190255382,Not bad for first serious test of the season 🚀🚀🚀... #ski #speedski #speedskiing #gabelpoles #skiclubahrntal,not harmful,"The description is about skiing and does not fall under any of the harmful content categories such as disordered eating, self-harm, dangerous challenges, or any other listed harmful content. It appears to be a sports-related post."
7529876607834639638,https://www.tiktok.com/@temp/video/7529876607834639638,questa tendenza >>>,not harmful,"The description ""questa tendenza >>>"" is vague and does not provide any specific information that would classify it under any of the harmful content categories listed. Without additional context, it does not appear to promote or depict harmful behavior."
7514289989539138838,https://www.tiktok.com/@temp/video/7514289989539138838,mykonos trends 🇬🇷 @Fabio Ferrucci @Cristiano🌓,not harmful,"The description appears to be about trends in Mykonos, Greece, and mentions two individuals. There is no indication of any harmful content based on the provided framework."
7503623167622139158,https://www.tiktok.com/@temp/video/7503623167622139158,🌪️ #dance #fyp #viral #trend #dc #trendingsound #trendingvideos #viralvideos #foryoupagе,not harmful,"The description contains hashtags related to dancing and trending content, with no indication of harmful content such as disordered eating, self-harm, dangerous activities, or any other categories listed in the harmful content framework."
