video_id,harmful,reasoning
7524350409587084566,not harmful,"The description appears to be about a personal or family event related to a wedding and a hospital visit, which does not fall under any of the harmful content categories listed."
7524681313882836246,not harmful,"The description does not contain any harmful content as per the provided framework. It simply suggests that the person has an interesting life, without any reference to harmful or mature themes."
7525881242726812950,harmful,"The description refers to a shocking and graphic event involving a fatal accident, which falls under the category of ""Shocking and Graphic Content: Extreme physical fighting + gore, Strong and frightening imagery."" This type of content can be distressing and is not suitable for minors."
7522871370028420374,not harmful,The description is a simple promotion of a clothing brand partnership and does not contain any harmful content as per the specified framework.
7525995841090276630,not harmful,"The description appears to be promoting a fun or celebratory event without any reference to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525224435989761302,not harmful,"The video descriptions primarily focus on music, gaming, memes, and general entertainment content. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526210308453551382,not harmful,"The description humorously suggests that running is beneficial, which does not fall under any harmful content categories."
7525771619768306966,not harmful,"The description expresses admiration and excitement about a concert, using positive emojis and hashtags related to the event. There is no indication of harmful content as per the specified framework."
7525144376725589270,not harmful,"The description ""CIAOOO"" is simply a greeting and does not contain any harmful content as per the provided framework."
7524759459491581206,not harmful,No video description was provided to evaluate for harmful content.
7524290275536063766,not harmful,The description is promoting a product related to convenience and does not contain any harmful content as per the specified framework.
7524339237777378582,not harmful,No description was provided to evaluate for harmful content.
7524391513262935318,not harmful,"The video descriptions provided do not contain any harmful content as per the specified framework. They discuss music, boating, comedy, and general social media engagement without any reference to disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525050398047030550,not harmful,"The description ""@cam👩🏼‍🦰"" does not contain any harmful content as per the provided framework. It appears to be a simple mention or tag without any context suggesting toxicity."
7525233806333316374,not harmful,The description is about a live show or concert and does not contain any harmful content as per the specified framework.
7525052521291910422,not harmful,The description contains hashtags related to fitness and does not indicate any harmful content under the specified framework.
7524784757763312918,not harmful,"The description appears to be lighthearted and humorous, referencing an unplanned flight and using hashtags related to nostalgia (#anni90) and mothers (#mamme). There is no indication of harmful content under the specified framework."
7525793072060337410,not harmful,"The description simply mentions a username with a heart emoji, which does not indicate any harmful content or themes."
7525406297777261846,not harmful,The description is simply about places to have an aperitif in Milan and does not contain any harmful content as per the framework provided.
7524589178399558934,not harmful,"The description translates to ""It's always gossip time,"" which does not fall under any harmful content categories such as mental health issues, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525143709290335490,not harmful,"The video descriptions provided do not contain any content that falls under the harmful content framework categories such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. The descriptions are mostly about humor, technology, fishing, and general lifestyle topics, which are not harmful to minors."
7523578425597103373,not harmful,"The description is related to outdoor activities and fishing tips, which do not fall under any harmful content categories."
7525502735421164822,not harmful,"The description ""Ah"" is vague and does not contain any explicit or implicit references to harmful content as outlined in the harmful content framework."
7524028000715705622,not harmful,"The description appears to be a lighthearted comment about anticipating someone's reaction, with no indication of harmful content."
7526135440949218582,not harmful,"The description expresses affection and does not contain any harmful content related to the specified categories. It appears to be a positive statement, likely about a pet or a loved one."
7523870811963493634,not harmful,"The description ""la nostra quarta estate"" translates to ""our fourth summer"" in English. It does not contain any harmful content as per the provided framework and appears to be a benign statement likely related to a personal or seasonal experience."
7524353496242523415,not harmful,No description was provided to evaluate for harmful content.
7525137586877173014,not harmful,"The description is lighthearted and humorous, discussing a shopping experience without any reference to harmful content."
7525214372327705878,not harmful,"The description discusses a car accident and damage to a vehicle, which does not fall under any of the harmful content categories such as disordered eating, self-harm, or mature themes. It does not contain shocking or graphic content, hate speech, abuse, addiction, or misinformation."
7524648549766712598,not harmful,The description is about choosing furniture for a new home and includes a positive and light-hearted tone. There is no mention of harmful content or themes that would be inappropriate for minors.
7526165377357761814,not harmful,"The description appears to be a lighthearted comment about a trend or meme, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525120138346122518,not harmful,"The description ""datemi due settimane😂"" (which translates to ""give me two weeks😂"") does not contain any harmful content as per the specified framework. It appears to be a humorous or light-hearted statement without any reference to harmful themes."
7525173379477867798,not harmful,The description expresses admiration for someone's appearance and humorously asks for help in finding them. It does not contain any harmful content as per the specified framework.
7525530334570482966,not harmful,"The description is positive and motivational, focusing on personal goals and a change in hairstyle, without any reference to harmful content."
7526281674116599062,not harmful,The description uses hashtags related to comedy and does not indicate any harmful content or themes that would be inappropriate for minors.
7525249013394820374,not harmful,"The video descriptions provided do not contain any references to harmful content as outlined in the harmful content framework. They appear to be related to music, events, and general lifestyle topics without any indication of mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525116360251182358,unclear,"I'm sorry, but I need a description of the TikTok video to classify it as 'harmful' or 'not harmful'. Could you please provide the description?"
7525036627371101462,not harmful,"The description ""Piccreee"" does not contain any harmful content or themes as outlined in the harmful content framework. It appears to be a nonspecific or playful term without context suggesting toxicity."
7525969031724027158,not harmful,"The description appears to be a simple mention of a person's face and an Instagram handle, without any indication of harmful content as per the specified framework."
7524633008939224342,not harmful,"The description appears to be about a visit to a barber and a pastry shop, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525846202538265878,not harmful,"The description ""chi paga????"" translates to ""who pays????"" in English. It does not contain any harmful content related to the specified categories and is not inherently harmful or inappropriate for minors."
7524013420719475990,not harmful,There is no description provided to evaluate for harmful content.
7525589366220000534,not harmful,"The description contains hashtags related to humor and cars, and mentions friends. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7524729889195347222,not harmful,"The description suggests a humorous and light-hearted video involving a team trying out headshots, likely in a playful or staged manner, as indicated by the hashtags #funny and #headshotschallenge. There is no indication of harmful content such as violence, self-harm, or any other harmful themes listed in the framework."
7526153762008894743,not harmful,The description is related to football and does not contain any harmful content as per the specified framework. It appears to be a sports-related post celebrating a football player.
7526937258897739030,not harmful,"The description ""bell'idea"" (which translates to ""good idea"" in Italian) does not contain any harmful content as per the specified framework. It does not reference any mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7527637221105503510,not harmful,"The description ""loco di te"" (which translates to ""crazy about you"" in English) does not contain any harmful content as per the specified framework. It does not reference any mental health issues, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526263941396483350,harmful,"This description could imply racial stereotypes or promote racial competition, which can be considered hate speech or behavior."
7526946789207903510,not harmful,"The description simply includes a hashtag and a mention of a user, without any indication of harmful content."
7526943912662027542,not harmful,The description appears to be a light-hearted comment about being in great shape and does not contain any harmful content as per the specified framework.
7526246537375190278,not harmful,"The description appears to reference a gender reveal event, which is generally a celebratory occasion and does not fall under any of the harmful content categories listed."
7526610866733681942,not harmful,No video description was provided to evaluate for harmful content.
7526202804948536598,not harmful,The description is lighthearted and does not reference any harmful content or themes.
7526670715777551638,not harmful,"The description appears to be a series of hashtags related to a specific event or activity, likely involving water (""acqua""). There is no indication of harmful content based on the provided framework."
7526973477438459158,not harmful,"The description appears to be about a trekking experience in the Dolomites, specifically at Tre Cime di Lavaredo, and includes hashtags related to the location and activity. There is no indication of harmful content as per the specified framework."
7527328321701481750,not harmful,The description is vague and does not contain any explicit or harmful content based on the provided harmful content framework.
7525875310387023126,not harmful,No description was provided to evaluate for harmful content.
7525761551710588182,not harmful,"The video descriptions primarily contain hashtags and phrases related to music, viral content, and general social media engagement. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526231835630636310,not harmful,"The description refers to a yacht navigating through challenging weather conditions, which is not inherently harmful or dangerous content. It does not promote or depict any of the harmful content categories outlined in the framework."
7526558288289303831,not harmful,"The description ""Time flies💨"" is a general statement and does not contain any harmful content as per the specified framework."
7526234388783303958,not harmful,"The description does not contain any harmful content related to the specified categories such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a playful or humorous statement without harmful implications."
7525871918826753302,not harmful,"The description expresses confusion about hate but does not promote or display any harmful content. It includes hashtags related to flowers and gifts, which are not harmful."
7526536592266235158,not harmful,The description appears to be a simple mention of usernames or tags without any context suggesting harmful content. There is no indication of any themes related to the harmful content framework.
7526615233520061718,not harmful,The description appears to be about a humorous or entertaining encounter with law enforcement while riding a motorcycle. It does not contain any harmful content as per the specified framework.
7526510817370524950,not harmful,No video description was provided to evaluate for harmful content.
7526590499357052182,not harmful,"The description is about meeting up outside a stadium for a concert, which does not fall under any harmful content categories such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525499368191855894,not harmful,"The description discusses an age gap in a relationship, which is not inherently harmful or harmful. It does not contain any references to the harmful content categories outlined in the framework."
7526494678363950369,not harmful,"The description provides information about the safe recovery of a missing child, which is not harmful or inappropriate for minors."
7526663027203034390,not harmful,"The description mentions an unusual plant growing near a police station, which does not inherently contain any harmful content as per the specified framework. There is no mention of disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526570064632483094,not harmful,The description appears to be promoting a water park experience and includes hashtags and mentions of other users. There is no indication of harmful content related to the specified categories.
7525573634211990817,harmful,"The description contains strong and frightening imagery, which falls under the category of Shocking and Graphic Content. This type of content can be disturbing to minors and is therefore considered harmful."
7526086824318553366,not harmful,"The description consists of hashtags and emojis that do not indicate any harmful content. There is no mention of any themes related to mental and behavioral health, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526964038979341590,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a light-hearted or humorous post, indicated by the use of emojis and hashtags like #fyp and #viral."
7525420247810051350,not harmful,"The description is in Italian and translates to ""there is understanding between blondes, we understand each other better. Do you like this duo?"" followed by a heart and smiley face emoji. It does not contain any harmful content as per the specified framework."
7525114524895137037,not harmful,"The description contains hashtags related to travel and humor, with no indication of harmful content as per the specified framework."
7526101249452674326,not harmful,"The description ""L’Amore 🧡"" simply refers to love and includes a heart emoji, which does not fall under any harmful content categories."
7525877803401907458,not harmful,"The description does not contain any harmful content related to the specified categories. It appears to be a casual or humorous remark without any indication of mature themes, violence, hate speech, or misinformation."
7526459933156478230,not harmful,"The description appears to be a lighthearted or humorous comment about the wind, with no indication of harmful content or themes that fall under the harmful content framework."
7527691009958923542,unclear,"I'm sorry, but I need a video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7526122349804915990,not harmful,The description consists of emoji that do not inherently suggest any harmful content or themes outlined in the harmful content framework.
7527402810107759894,not harmful,"The video descriptions primarily focus on gaming, sports, and general entertainment content without any indication of harmful or mature themes. There is no mention of disordered eating, self-harm, nudity, hate speech, abuse, addiction, or misinformation."
7526220244042534166,not harmful,"The description is in Italian and translates to ""Please remove them."" It does not contain any harmful content as per the specified framework."
7525775639949937943,not harmful,"The description mentions losing patience in a non-official context, which does not fall under any of the harmful content categories such as disordered eating, self-harm, or mature themes. It appears to be a light-hearted or humorous admission rather than promoting harmful behavior."
7526995650865630486,not harmful,"The description translates to ""things change with education,"" which is a positive and non-harmful statement promoting the value of education. It does not fall under any of the harmful content categories."
7527285348062235926,not harmful,"The description mentions edits of Mike Tyson, which does not inherently contain any harmful content as per the provided framework. There is no indication of disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526274089372093718,not harmful,"The description appears to be about a wedding and mentions LEGO, which is likely related to a creative or fun aspect of the event. There is no indication of harmful content based on the provided framework."
7525802740962823446,not harmful,"The description consists of hashtags related to motorcycles and motorsports, which do not fall under any of the harmful content categories listed."
7520572444210482454,not harmful,"The descriptions provided do not contain any harmful content as per the framework. They discuss topics like 3D printing, political commentary, and LGBTQIA+ awareness, which are not harmful to minors."
7525592369954295042,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a casual or promotional post related to a vacation or study experience."
7526112688666135830,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a general or humorous statement likely related to a family or personal situation."
7527629465963351318,not harmful,"The video descriptions provided do not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. They primarily focus on music, gaming, and memes, which are generally safe for all audiences."
7526482541109529878,not harmful,"The description appears to be about a personal dream related to a career in law enforcement, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7527646409038908694,not harmful,"The description is in Italian and translates to ""I had hoped..."". It does not contain any harmful content or themes as outlined in the framework."
7525193240166010135,unclear,"I'm sorry, but I need a video description to classify it as 'harmful' or 'not harmful'. Could you please provide the description of the TikTok video?"
7527346847669603606,not harmful,"The description appears to be a humorous or casual reference to a lifeguard, likely in a beach or pool setting, and does not contain any harmful content as per the specified framework."
7524770156736744710,unclear,"I'm sorry, but I need a video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525186909996322070,not harmful,The description appears to be promoting a holiday with a travel company and does not contain any harmful content as per the specified framework.
7525489717232684310,not harmful,The description does not contain any harmful content as per the provided framework. It appears to be a supportive message with hashtags related to Malta.
7497765349572578582,unclear,"1. Toxic. Reasoning: The description discusses the Pope's health in a potentially distressing manner, which could be considered strong and frightening imagery for minors.

2. Nontoxic. Reasoning: The description is about a sports event and does not contain any harmful content.

3. Nontoxic. Reasoning: The description is about a film scene and does not contain any harmful content.

4. Nontoxic. Reasoning: The description is a recipe and does not contain any harmful content.

5. Nontoxic. Reasoning: The description is educational about the Greek alphabet and does not contain any harmful content.

6. Nontoxic. Reasoning: The description is a humorous anecdote about a dog and does not contain any harmful content.

7. Nontoxic. Reasoning: The description is about a product promotion for a thermal bag and does not contain any harmful content.

8. Nontoxic. Reasoning: The description is a call to action for animal"
7525794654189751574,not harmful,"The description appears to be a question about a song, which does not fall under any of the harmful content categories listed."
7526969601960201494,unclear,"I'm sorry, but I need a video description to classify it as 'harmful' or 'not harmful'. Could you please provide the description?"
7525945563888520470,not harmful,"The description consists of hashtags related to dogs, specifically the Malinois breed, and does not contain any harmful content as per the provided framework."
7526635976454720790,not harmful,"The description is about a tennis player, Jannik Sinner, and his achievement at Wimbledon. It does not contain any harmful content as per the specified framework."
7523193591708044566,not harmful,"The description ""#takemymind"" is vague and does not inherently suggest any harmful content under the specified framework. Without additional context, it does not appear to promote or depict any of the harmful categories listed."
7525679427515108630,unclear,"I'm sorry, but I need a description of the TikTok video to classify it as 'harmful' or 'not harmful'. Could you please provide the description?"
7526627555739307286,not harmful,"The description is about horses and equestrian life, which does not fall under any harmful content categories. It appears to be a lighthearted and positive post."
7526499207184780566,not harmful,"The description is about visiting a location in Italy and does not contain any harmful content related to the specified categories. It focuses on travel and adventure, which is suitable for all audiences."
7526613231490600214,not harmful,The description does not contain any harmful content related to the specified categories. It appears to be a personal or humorous statement without any explicit or harmful implications.
7526575559833406742,not harmful,"The description is about someone finishing all the focaccia, which is a type of bread, and includes various hashtags related to gym and humor. There is no indication of harmful content under the specified framework."
7526876056326917398,not harmful,The description expresses affection towards a public figure and does not contain any harmful content as per the provided framework.
7524745710844038422,not harmful,The description appears to be about a cover song and does not contain any harmful content as per the specified framework.
7519224632759569670,not harmful,"The description primarily contains hashtags and phrases related to humor, memes, and general entertainment. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525869783196110102,not harmful,"The description ""@Camilla Masato"" does not contain any harmful content or themes as outlined in the harmful content framework. It appears to be a simple mention or tag of a user."
7526959127499705622,not harmful,"The description appears to be related to a tennis player, Jannik Sinner, and the Wimbledon tournament. There is no indication of harmful content based on the provided framework."
7526624733253733654,not harmful,"The description appears to be a playful or humorous reference to a song or trend, without any indication of harmful content as per the specified framework."
7526251206549736726,not harmful,No video description was provided to evaluate for harmful content.
7526490754290650390,not harmful,"The description contains emojis and hashtags related to holidays, which do not indicate any harmful content under the specified framework."
7525132552395394336,not harmful,The description contains hashtags and location tags without any indication of harmful content or themes. It does not reference any of the harmful content categories listed.
7527299422841998614,not harmful,"The description appears to be about a location or travel experience in Croatia, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7527270262698478870,not harmful,"The description discusses labor conditions and a campaign for economic change without promoting harmful content. It does not contain any elements of disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526985216129387798,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a lighthearted comment about not being included in a group due to not knowing a trend, which is not harmful or inappropriate for minors."
7527308310496808194,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a lighthearted comment about a non-functioning accelerator, likely in a humorous or casual context."
7526502130715217174,not harmful,"The description contains hashtags related to trends, memes, and artificial intelligence, which do not fall under any harmful content categories. There is no indication of mature themes, shocking content, or other harmful elements."
7526638263625420054,not harmful,"The description appears to be about pride in a sports event, specifically Wimbledon, and does not contain any harmful content as per the specified framework."
7526185892407495958,not harmful,The description discusses a marriage event and does not contain any harmful content related to the specified categories.
7526917188314402050,not harmful,"The description appears to be about a fashion trend or hairstyle for 2025, which does not fall under any harmful content categories."
7526091654718065942,not harmful,"The description ""the turtle woman 🐢"" does not contain any harmful content as per the provided framework. It appears to be a playful or humorous reference without any indication of mature themes, violence, or other harmful elements."
7524367234261634326,not harmful,"The description ""Twennyfreee #fyp"" does not contain any harmful content as per the provided framework. It appears to be a playful or nonsensical phrase likely intended to engage with the ""For You Page"" (fyp) algorithm on TikTok."
7526306988985224470,not harmful,"The description appears to be a lighthearted and humorous message directed at a friend, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526212982758575415,not harmful,The description appears to be about a type of food (French toast) and does not contain any harmful content as per the specified framework.
7525146815579049238,not harmful,"The description ""Canale I Maturi!"" does not contain any harmful content as per the provided framework. It appears to be a channel name or a phrase in Italian, which does not suggest any harmful themes."
7525447695784348983,not harmful,The description does not contain any language or hashtags that suggest harmful content related to the specified categories. It appears to be a general or humorous post.
7527647849748663574,not harmful,The description discusses a complex romantic situation in a light-hearted and humorous manner without any reference to harmful content or themes.
7524118947382168854,not harmful,"The description ""Ulcinj with a view ✨"" does not contain any harmful content as per the provided framework. It appears to be a simple, positive statement likely referring to a scenic view in Ulcinj, which is a location in Montenegro."
7527392487661407511,not harmful,"The description ""Dott. in scienze della trap🪤"" does not contain any harmful content related to the specified categories. It appears to be a playful or humorous reference to being knowledgeable in ""trap"" music or culture, which is not inherently harmful."
7527378888473758998,not harmful,"The description appears to be about a season finale of a show or series, which is a common and harmless topic on social media. There is no indication of harmful content based on the provided framework."
7526165788969946390,not harmful,"The description appears to be about a humorous or accidental situation involving people in water, without any indication of harmful or mature content."
7525812463053442326,not harmful,"The description contains emojis and hashtags that do not indicate any harmful content or themes outlined in the harmful content framework. It appears to be lighthearted and does not suggest any mature, shocking, or abusive content."
7525904006972067094,not harmful,The description contains hashtags related to technology and does not reference any harmful content or themes.
7526324072964312342,not harmful,"The description is light-hearted and humorous, discussing tattoos in a playful manner without promoting any harmful behavior or content."
7525878898891017494,harmful,"The description discusses a dangerous activity that resulted in a fatal accident, which falls under the category of ""Dangerous Activity and Challenges."" This type of content can be harmful to minors as it may encourage them to engage in similar risky behaviors."
7526243780597681431,not harmful,The description discusses friendship between males and females and does not contain any harmful content as per the specified framework.
7525347278152944918,not harmful,The description does not contain any harmful content as per the provided framework. It simply includes hashtags related to relationships and trending content.
7525444232161660182,not harmful,"The description ""Ops"" is vague and does not provide any specific information that would classify it under any harmful content categories."
7525939992871374102,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a simple reference to a bonfire, which is not inherently dangerous or inappropriate."
7526544240734768406,not harmful,"The description ""#fyp"" is a common hashtag used on TikTok to indicate ""For You Page"" and does not contain any harmful content as per the specified framework."
7526139773656829206,not harmful,"The description ""@Rebecca Parziale tutto sbagliato"" does not contain any harmful content as per the specified framework. It appears to be a personal comment or opinion without any indication of harmful themes."
7526551528660864258,not harmful,"The description appears to be about a football (soccer) match or comparison between two players, Donnarumma and Kroos. It does not contain any harmful content as per the specified framework."
7525478091951492374,not harmful,There is no description provided to evaluate for harmful content.
7526750025834073400,not harmful,"The description primarily contains hashtags and emojis related to humor, comedy, and viral content. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526472476227013910,unclear,"I'm sorry, but I need a description of the TikTok video to classify it as 'harmful' or 'not harmful'. Could you please provide the description?"
7525989188794125590,not harmful,"The description appears to be a farewell message or a travel-related post, with no indication of harmful content as per the specified framework."
7526169299715656983,not harmful,"The description ""Costruendo Ricordi 💌"" translates to ""Building Memories 💌"" in English, which does not indicate any harmful content or themes. It appears to be a positive or neutral statement likely related to creating or sharing memories."
7526890379732585751,not harmful,The description provides fashion advice related to wearing sandals and does not contain any harmful content as per the specified framework.
7526035089956949270,not harmful,"The description appears to be related to a holiday or travel experience, likely promoting a vacation or travel destination. There is no indication of harmful content based on the provided framework."
7527910323681070367,not harmful,"The description appears to be about a concert experience, possibly involving a ""kiss cam"" moment, which is a common and non-harmful activity at events. There is no indication of any harmful content as per the provided framework."
7527405052634483990,not harmful,"The description appears to be about a traffic stop involving an e-bike, which does not fall under any of the harmful content categories listed. It seems to be a benign post about a common occurrence."
7528465379417443606,not harmful,"The description is vague and does not explicitly reference any harmful content categories such as self-harm, dangerous activities, or mature themes. Without additional context, it does not appear to promote or depict harmful behavior."
7528019359353048375,not harmful,"The description does not contain any harmful content as per the framework. It appears to be a personal post about a child with a medical condition, shared in a supportive and loving context."
7528567124323880223,not harmful,The description promotes a holiday experience with a travel company and does not contain any harmful content as per the specified framework.
7526682206866050335,not harmful,"The description contains hashtags that are commonly used for general content and do not indicate any harmful or mature themes. There is no indication of disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7529162372498427158,not harmful,"The description contains hashtags related to a sports event or team support, with no indication of harmful content."
7527750945023790358,not harmful,The description consists of emojis and numbers without any context suggesting harmful content. It does not fall under any of the harmful content categories listed.
7529580719803321622,not harmful,"The description is asking for a rating or opinion, which does not fall under any harmful content categories."
7529580368026930434,not harmful,"The description is a positive comment about a beauty service related to eyelashes and eyebrows, with no harmful content present."
7529580978768071958,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a simple question or prompt without any indication of mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7529580368026930434,not harmful,"The description is a positive comment about a beauty service related to eyelashes and eyebrows, with no harmful content present."
7529542416383184150,not harmful,There is no description provided to evaluate for harmful content.
7529580368026930434,not harmful,"The description is a positive comment about a beauty service related to eyelashes and eyebrows, and does not contain any harmful content as per the framework provided."
7528927767124151575,not harmful,"The description does not contain any harmful content as per the framework. It appears to be related to a music group or artist and uses a skull emoji, which is commonly used in a non-threatening, humorous context."
7527750945023790358,not harmful,The description consists of emojis and numbers without any context suggesting harmful content. It does not fall under any of the harmful content categories listed.
7525479022889946390,not harmful,"The description is vague and does not explicitly reference any harmful content categories such as disordered eating, self-harm, or any other harmful themes. It appears to express a sentiment of disappointment or resignation without further context."
7529484844254973206,not harmful,"The description is in French and translates to ""Do you agree? 😂"". It does not contain any harmful content as per the specified framework."
7528927767124151575,not harmful,"The description appears to be related to a fan post about a member of the music group Stray Kids, using hashtags and a potentially playful or humorous emoji. There is no indication of harmful content under the specified framework."
7527910323681070367,not harmful,"The description appears to be about a concert experience and does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7528084678667013431,not harmful,"The description suggests a lighthearted prank involving something soft and squishy, which does not fall under any harmful content categories."
7527750945023790358,not harmful,The description consists of emojis and numbers without any context suggesting harmful content. It does not fall under any of the harmful content categories listed.
7528927767124151575,not harmful,"The description does not contain any harmful content as per the framework. It appears to be related to a music group or artist and uses the word ""creepy"" in a likely non-threatening context, possibly referring to a performance or theme."
7528816827502185750,not harmful,"The description appears to be light-hearted and humorous, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7529189388408917270,not harmful,"The description is humorous and light-hearted, discussing a social situation and a chance encounter. There is no mention of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7529189388408917270,not harmful,"The description is humorous and light-hearted, discussing a social situation and a chance encounter. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525672824954965304,not harmful,"The description ""#India"" does not contain any harmful content as per the provided framework. It is simply a reference to a country and does not imply any mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7527278440291126550,not harmful,"The description suggests a comedic video, likely involving a humorous take on perspective, and does not indicate any harmful content as per the framework provided."
7525503655491947798,not harmful,"The description does not contain any harmful content as per the framework. It appears to be a light-hearted or humorous statement about personal preferences in a partner, with hashtags related to wealth and tipping, which are not inherently harmful."
